,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,class
3139,3139,3139,3139,3139,3139,3139,3139,3139,3139,72.3,55.9,1018.0,14.9,7.5,18.1,84.0,61.0,1
3140,3140,3140,3140,3140,3140,3140,3140,3140,3140,76.4,55.7,1015.2,13.4,10.3,17.1,89.1,64.9,1
3141,3141,3141,3141,3141,3141,3141,3141,3141,3141,80.1,60.1,1014.2,14.2,7.5,15.0,96.1,70.0,1
3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,81.9,63.6,1011.6,12.3,7.1,12.0,91.0,73.0,2
3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,75.3,67.7,1012.6,7.0,4.2,10.1,82.9,70.0,1
3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,78.3,68.3,1011.7,7.0,2.1,10.1,91.9,71.1,1
3145,3145,3145,3145,3145,3145,3145,3145,3145,3145,83.7,69.9,1012.7,8.9,7.2,14.0,98.1,73.9,1
3146,3146,3146,3146,3146,3146,3146,3146,3146,3146,84.8,72.4,1010.4,12.6,6.6,10.1,95.0,77.0,2
3147,3147,3147,3147,3147,3147,3147,3147,3147,3147,77.2,67.2,1012.6,11.0,4.3,19.0,93.0,71.1,2
3148,3148,3148,3148,3148,3148,3148,3148,3148,3148,83.7,71.5,1011.7,11.5,2.9,12.0,93.0,72.0,1
3149,3149,3149,3149,3149,3149,3149,3149,3149,3149,73.5,61.7,1017.8,11.1,7.9,14.0,89.1,66.9,2
3150,3150,3150,3150,3150,3150,3150,3150,3150,3150,70.4,60.7,1021.9,8.0,3.7,8.0,84.0,60.1,1
3151,3151,3151,3151,3151,3151,3151,3151,3151,3151,74.5,61.6,1019.7,12.4,3.6,12.0,84.9,64.9,2
3152,3152,3152,3152,3152,3152,3152,3152,3152,3152,73.7,59.5,1019.3,13.4,2.4,6.0,84.9,64.0,1
3153,3153,3153,3153,3153,3153,3153,3153,3153,3153,71.5,60.8,1017.3,13.8,6.1,15.0,81.0,66.9,2
3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,70.6,60.7,1018.5,12.5,11.2,15.9,80.1,64.0,1
3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,73.5,64.6,1020.5,11.2,10.1,15.9,81.0,70.0,2
3156,3156,3156,3156,3156,3156,3156,3156,3156,3156,73.9,65.7,1016.7,7.2,8.4,14.0,80.1,70.0,2
3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,69.3,57.1,1015.4,11.8,4.2,8.0,82.0,57.0,1
3158,3158,3158,3158,3158,3158,3158,3158,3158,3158,73.1,57.5,1011.1,14.4,5.3,12.0,91.9,62.1,1
3159,3159,3159,3159,3159,3159,3159,3159,3159,3159,80.5,66.5,1013.3,13.4,3.1,10.1,90.0,72.0,1
3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,72.3,66.3,1017.9,9.4,8.4,18.1,84.9,66.9,2
3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,73.6,66.9,1016.4,8.3,5.6,13.0,82.9,68.0,2
3162,3162,3162,3162,3162,3162,3162,3162,3162,3162,78.2,65.6,1016.4,9.6,4.1,10.1,90.0,72.0,2
3163,3163,3163,3163,3163,3163,3163,3163,3163,3163,82.9,65.0,1015.4,12.2,5.7,15.0,95.0,75.9,2
3164,3164,3164,3164,3164,3164,3164,3164,3164,3164,82.2,67.1,1017.0,11.4,6.6,12.0,93.0,71.1,1
3165,3165,3165,3165,3165,3165,3165,3165,3165,3165,79.0,69.0,1015.3,11.5,6.5,14.0,90.0,70.0,1
3166,3166,3166,3166,3166,3166,3166,3166,3166,3166,72.5,62.3,1012.5,11.3,8.5,18.1,84.9,66.0,2
3167,3167,3167,3167,3167,3167,3167,3167,3167,3167,71.1,55.4,1011.1,13.4,7.2,20.0,84.9,61.0,1
3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,67.2,54.9,1016.1,13.4,5.1,10.1,79.0,57.9,1
3169,3169,3169,3169,3169,3169,3169,3169,3169,3169,65.3,56.0,1018.9,12.8,4.6,10.1,79.0,57.9,2
3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,66.7,58.2,1018.5,10.0,5.8,14.0,77.0,63.0,2
3171,3171,3171,3171,3171,3171,3171,3171,3171,3171,64.0,53.3,1020.1,9.9,2.4,6.0,80.1,52.0,1
3172,3172,3172,3172,3172,3172,3172,3172,3172,3172,66.2,52.8,1015.0,11.1,3.3,14.0,77.0,54.0,1
3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,64.8,53.2,1013.1,10.8,2.5,10.1,73.9,57.0,1
3174,3174,3174,3174,3174,3174,3174,3174,3174,3174,61.4,57.2,1015.7,6.7,4.9,8.0,64.9,59.0,2
3175,3175,3175,3175,3175,3175,3175,3175,3175,3175,66.1,61.2,1014.8,3.5,1.6,4.1,75.9,62.1,2
3176,3176,3176,3176,3176,3176,3176,3176,3176,3176,66.8,56.2,1011.3,7.1,1.8,8.0,81.0,57.0,1
3177,3177,3177,3177,3177,3177,3177,3177,3177,3177,65.0,53.9,1016.6,9.0,4.5,11.1,77.0,57.0,2
3178,3178,3178,3178,3178,3178,3178,3178,3178,3178,58.4,52.5,1015.4,10.2,5.8,11.1,66.0,55.0,2
3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,61.8,50.1,1010.2,11.3,6.1,15.9,73.9,53.1,1
3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,59.0,46.3,1016.2,12.1,3.1,15.9,72.0,45.0,1
3181,3181,3181,3181,3181,3181,3181,3181,3181,3181,66.4,51.8,1013.6,13.4,9.7,15.9,81.0,57.9,1
3182,3182,3182,3182,3182,3182,3182,3182,3182,3182,69.0,55.4,1010.8,13.5,8.3,14.0,82.0,57.9,1
3183,3183,3183,3183,3183,3183,3183,3183,3183,3183,64.3,55.8,1008.4,10.0,8.7,17.1,79.0,52.0,2
3184,3184,3184,3184,3184,3184,3184,3184,3184,3184,52.0,48.8,1012.8,7.2,4.8,10.1,55.0,50.0,2
3185,3185,3185,3185,3185,3185,3185,3185,3185,3185,56.3,51.3,1010.5,6.3,3.5,10.1,71.1,48.9,2
3186,3186,3186,3186,3186,3186,3186,3186,3186,3186,57.4,49.5,1017.3,12.6,5.2,10.1,68.0,46.9,1
3187,3187,3187,3187,3187,3187,3187,3187,3187,3187,57.5,51.9,1020.2,14.0,2.6,8.0,66.9,48.0,1
3188,3188,3188,3188,3188,3188,3188,3188,3188,3188,62.4,50.9,1017.3,12.2,2.9,10.1,82.9,50.0,1
3189,3189,3189,3189,3189,3189,3189,3189,3189,3189,66.1,53.8,1015.0,11.0,3.1,12.0,86.0,52.0,1
3190,3190,3190,3190,3190,3190,3190,3190,3190,3190,61.2,53.5,1018.5,11.6,4.7,14.0,75.0,54.0,1
3191,3191,3191,3191,3191,3191,3191,3191,3191,3191,57.5,47.8,1026.2,12.3,7.4,12.0,69.1,48.0,1
3192,3192,3192,3192,3192,3192,3192,3192,3192,3192,58.3,43.9,1026.3,12.9,6.6,12.0,73.0,46.9,1
3193,3193,3193,3193,3193,3193,3193,3193,3193,3193,59.9,46.7,1023.1,13.8,5.2,10.1,78.1,46.0,1
3194,3194,3194,3194,3194,3194,3194,3194,3194,3194,63.3,48.1,1018.6,12.6,3.0,10.1,84.0,48.9,1
3195,3195,3195,3195,3195,3195,3195,3195,3195,3195,66.9,51.3,1017.2,11.1,4.7,10.1,79.0,55.0,1
3196,3196,3196,3196,3196,3196,3196,3196,3196,3196,61.7,46.9,1016.3,13.5,3.2,12.0,75.9,48.0,1
3197,3197,3197,3197,3197,3197,3197,3197,3197,3197,64.3,54.3,1014.7,13.2,6.8,15.9,78.1,55.0,1
3198,3198,3198,3198,3198,3198,3198,3198,3198,3198,62.8,48.2,1016.0,13.2,9.3,14.0,73.9,53.1,1
3199,3199,3199,3199,3199,3199,3199,3199,3199,3199,62.3,41.3,1018.3,13.7,10.5,20.0,78.1,52.0,2
3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,63.7,43.1,1016.2,13.8,11.1,17.1,73.9,57.0,1
3201,3201,3201,3201,3201,3201,3201,3201,3201,3201,60.1,51.6,1013.9,7.3,5.0,10.1,70.0,55.0,2
3202,3202,3202,3202,3202,3202,3202,3202,3202,3202,55.4,52.5,1019.5,3.9,5.1,12.0,57.9,54.0,2
3203,3203,3203,3203,3203,3203,3203,3203,3203,3203,49.7,40.8,1028.0,9.1,7.6,10.1,54.0,46.9,1
3204,3204,3204,3204,3204,3204,3204,3204,3204,3204,46.8,35.2,1030.0,10.8,3.4,8.0,53.1,39.9,1
3205,3205,3205,3205,3205,3205,3205,3205,3205,3205,48.0,41.9,1025.8,10.2,3.6,8.0,51.1,46.0,2
3206,3206,3206,3206,3206,3206,3206,3206,3206,3206,51.3,47.0,1022.2,8.4,8.9,18.1,54.0,48.0,2
3207,3207,3207,3207,3207,3207,3207,3207,3207,3207,53.9,43.7,1020.2,9.0,8.8,15.0,64.9,45.0,1
3208,3208,3208,3208,3208,3208,3208,3208,3208,3208,58.7,47.1,1012.8,7.7,9.8,13.0,63.0,55.0,2
3209,3209,3209,3209,3209,3209,3209,3209,3209,3209,62.0,57.6,1007.1,7.0,8.5,14.0,72.0,57.9,2
3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,57.8,52.8,1012.6,10.7,5.1,12.0,64.9,50.0,1
3211,3211,3211,3211,3211,3211,3211,3211,3211,3211,48.7,39.9,1023.3,13.2,6.4,8.9,59.0,37.9,1
3212,3212,3212,3212,3212,3212,3212,3212,3212,3212,45.5,35.0,1028.2,10.9,2.1,6.0,62.1,33.1,1
3213,3213,3213,3213,3213,3213,3213,3213,3213,3213,47.0,37.9,1027.8,9.7,2.3,8.9,60.1,37.9,1
3214,3214,3214,3214,3214,3214,3214,3214,3214,3214,48.4,37.1,1028.2,10.1,3.6,12.0,60.1,39.9,1
3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,51.7,44.2,1020.3,9.2,5.8,12.0,57.0,48.0,2
3216,3216,3216,3216,3216,3216,3216,3216,3216,3216,55.6,52.3,1015.6,5.7,6.4,10.1,59.0,53.1,2
3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,57.4,56.1,1010.0,4.1,7.6,24.1,60.1,50.0,2
3218,3218,3218,3218,3218,3218,3218,3218,3218,3218,43.1,38.0,1022.5,10.7,12.4,18.1,50.0,37.0,2
3219,3219,3219,3219,3219,3219,3219,3219,3219,3219,33.9,22.5,1029.0,12.0,10.6,17.1,39.9,27.0,1
3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,30.6,21.6,1031.1,11.1,6.1,8.9,33.1,28.9,1
3221,3221,3221,3221,3221,3221,3221,3221,3221,3221,31.9,23.6,1033.7,14.5,4.1,11.1,48.0,23.0,1
3222,3222,3222,3222,3222,3222,3222,3222,3222,3222,39.2,32.3,1026.2,13.2,4.5,12.0,57.9,28.0,1
3223,3223,3223,3223,3223,3223,3223,3223,3223,3223,46.1,39.5,1016.4,13.3,5.4,14.0,59.0,37.9,1
3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,47.1,39.4,1011.7,14.9,4.1,12.0,64.9,36.0,1
3225,3225,3225,3225,3225,3225,3225,3225,3225,3225,49.3,40.8,1013.5,12.1,4.0,12.0,64.9,37.9,1
3226,3226,3226,3226,3226,3226,3226,3226,3226,3226,51.6,44.3,1007.5,9.8,7.8,10.1,60.1,48.0,2
3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,47.6,44.0,1012.0,9.7,11.0,18.1,55.9,42.1,1
3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,38.4,33.6,1026.7,12.9,11.4,17.1,41.0,36.0,1
3229,3229,3229,3229,3229,3229,3229,3229,3229,3229,37.3,34.1,1027.4,8.0,4.5,8.9,39.9,35.1,2
3230,3230,3230,3230,3230,3230,3230,3230,3230,3230,39.1,33.6,1026.9,10.5,4.1,10.1,46.9,35.1,1
3231,3231,3231,3231,3231,3231,3231,3231,3231,3231,34.4,31.3,1022.9,8.6,4.5,12.0,45.0,28.0,1
3232,3232,3232,3232,3232,3232,3232,3232,3232,3232,46.2,42.4,1011.1,7.0,5.9,10.1,51.1,42.1,2
3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,36.8,29.0,1014.5,9.8,13.4,22.9,45.0,32.0,1
3234,3234,3234,3234,3234,3234,3234,3234,3234,3234,30.1,18.2,1027.4,14.9,7.4,18.1,42.1,21.9,1
3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,37.1,26.4,1029.6,12.8,4.1,14.0,55.9,27.0,1
3236,3236,3236,3236,3236,3236,3236,3236,3236,3236,45.1,35.9,1024.6,14.9,10.2,20.0,54.0,37.9,1
3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,46.5,39.3,1017.7,12.5,9.7,15.9,53.1,42.1,2
3238,3238,3238,3238,3238,3238,3238,3238,3238,3238,42.1,41.3,1010.0,2.8,1.9,8.0,44.1,41.0,2
3239,3239,3239,3239,3239,3239,3239,3239,3239,3239,44.9,42.4,1003.8,4.4,0.8,6.0,53.1,42.1,2
3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,45.7,43.2,999.5,7.5,5.7,10.1,48.0,44.1,2
3241,3241,3241,3241,3241,3241,3241,3241,3241,3241,39.7,36.7,1012.3,8.6,8.7,12.0,44.1,35.1,2
3242,3242,3242,3242,3242,3242,3242,3242,3242,3242,34.5,31.8,1022.8,4.9,5.2,12.0,39.0,33.1,1
3243,3243,3243,3243,3243,3243,3243,3243,3243,3243,29.9,28.0,1012.0,1.1,12.7,18.1,34.0,27.0,1
3244,3244,3244,3244,3244,3244,3244,3244,3244,3244,27.8,22.2,1006.7,9.4,7.5,19.0,39.0,21.0,1
3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,30.3,23.6,1011.6,12.2,6.6,15.0,39.0,24.1,1
3246,3246,3246,3246,3246,3246,3246,3246,3246,3246,28.7,21.1,1024.6,13.2,8.6,12.0,35.1,19.9,1
3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,22.5,15.4,1029.4,12.1,3.2,8.0,37.0,14.0,1
3248,3248,3248,3248,3248,3248,3248,3248,3248,3248,33.6,24.0,1015.0,12.0,4.1,12.0,48.9,25.0,1
3249,3249,3249,3249,3249,3249,3249,3249,3249,3249,35.0,27.7,1019.5,13.0,3.4,6.0,42.1,30.9,1
3250,3250,3250,3250,3250,3250,3250,3250,3250,3250,32.3,25.3,1015.5,14.9,2.3,7.0,50.0,21.9,1
3251,3251,3251,3251,3251,3251,3251,3251,3251,3251,37.5,32.0,1011.0,9.8,3.5,10.1,55.0,28.9,1
3252,3252,3252,3252,3252,3252,3252,3252,3252,3252,41.1,35.0,1007.0,11.5,6.9,12.0,50.0,36.0,1
3253,3253,3253,3253,3253,3253,3253,3253,3253,3253,32.7,27.0,1014.6,11.4,2.8,10.1,48.0,23.0,1
3254,3254,3254,3254,3254,3254,3254,3254,3254,3254,34.6,27.0,1013.7,11.7,9.3,22.0,39.0,28.0,2
3255,3255,3255,3255,3255,3255,3255,3255,3255,3255,26.3,15.8,1022.7,14.9,6.5,15.0,46.9,15.1,1
3256,3256,3256,3256,3256,3256,3256,3256,3256,3256,40.9,30.7,1015.6,13.3,4.5,10.1,55.9,32.0,1
3257,3257,3257,3257,3257,3257,3257,3257,3257,3257,35.5,24.9,1020.3,11.9,4.7,14.0,46.0,30.9,1
3258,3258,3258,3258,3258,3258,3258,3258,3258,3258,28.9,19.9,1019.7,11.7,5.8,11.1,35.1,23.0,1
3259,3259,3259,3259,3259,3259,3259,3259,3259,3259,32.7,24.4,1019.4,11.5,0.4,5.1,54.0,23.0,1
3260,3260,3260,3260,3260,3260,3260,3260,3260,3260,42.1,29.5,1007.7,11.4,5.6,18.1,57.0,35.1,1
3261,3261,3261,3261,3261,3261,3261,3261,3261,3261,40.4,31.2,1002.6,11.8,8.1,14.0,53.1,30.9,1
3262,3262,3262,3262,3262,3262,3262,3262,3262,3262,27.2,22.3,1011.3,8.5,6.8,15.9,32.0,23.0,1
3263,3263,3263,3263,3263,3263,3263,3263,3263,3263,30.5,24.8,1021.9,8.6,7.2,12.0,37.9,26.1,1
3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,34.1,25.5,1019.7,12.9,2.8,8.0,62.1,24.1,1
3265,3265,3265,3265,3265,3265,3265,3265,3265,3265,36.0,25.5,1018.6,11.6,13.7,24.1,52.0,19.0,1
3266,3266,3266,3266,3266,3266,3266,3266,3266,3266,13.5,1.1,1032.4,12.0,8.6,20.0,25.0,5.0,1
3267,3267,3267,3267,3267,3267,3267,3267,3267,3267,22.8,8.7,1016.3,12.8,5.9,18.1,39.9,15.1,1
3268,3268,3268,3268,3268,3268,3268,3268,3268,3268,39.3,23.8,1010.6,13.2,2.8,10.1,59.0,30.0,1
3269,3269,3269,3269,3269,3269,3269,3269,3269,3269,35.7,25.8,1018.9,12.7,4.1,10.1,50.0,23.0,1
3270,3270,3270,3270,3270,3270,3270,3270,3270,3270,41.0,31.8,1019.3,11.9,4.1,8.0,55.0,32.0,1
3271,3271,3271,3271,3271,3271,3271,3271,3271,3271,38.9,28.8,1022.8,10.5,4.2,10.1,46.9,30.9,1
3272,3272,3272,3272,3272,3272,3272,3272,3272,3272,38.3,33.9,1016.7,8.0,5.4,10.1,43.0,36.0,2
3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,37.9,36.9,1003.1,1.9,4.2,8.9,43.0,36.0,2
3274,3274,3274,3274,3274,3274,3274,3274,3274,3274,37.4,32.7,1000.7,11.5,1.3,6.0,45.0,30.9,1
3275,3275,3275,3275,3275,3275,3275,3275,3275,3275,37.2,26.9,1004.2,11.9,6.5,10.1,48.9,30.0,1
3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,38.9,28.3,1013.8,14.5,2.0,10.1,55.0,28.0,1
3277,3277,3277,3277,3277,3277,3277,3277,3277,3277,44.4,33.8,1010.9,14.3,6.0,12.0,57.0,37.9,1
3278,3278,3278,3278,3278,3278,3278,3278,3278,3278,41.5,30.9,1019.5,13.5,5.4,12.0,50.0,32.0,1
3279,3279,3279,3279,3279,3279,3279,3279,3279,3279,32.2,21.1,1031.6,12.8,2.5,12.0,46.0,24.1,1
3280,3280,3280,3280,3280,3280,3280,3280,3280,3280,37.6,30.3,1014.3,8.8,6.1,15.0,51.1,32.0,2
3281,3281,3281,3281,3281,3281,3281,3281,3281,3281,35.6,19.5,1017.6,14.9,8.5,15.0,45.0,24.1,1
3282,3282,3282,3282,3282,3282,3282,3282,3282,3282,39.8,29.7,1002.9,14.5,12.0,17.1,45.0,36.0,1
3283,3283,3283,3283,3283,3283,3283,3283,3283,3283,31.5,15.8,1014.2,12.8,6.6,14.0,45.0,19.9,1
3284,3284,3284,3284,3284,3284,3284,3284,3284,3284,32.2,22.1,1012.0,14.0,4.6,10.1,37.9,25.0,1
3285,3285,3285,3285,3285,3285,3285,3285,3285,3285,20.1,12.7,1019.7,12.2,4.5,8.0,27.0,15.1,1
3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,19.0,12.3,1025.1,5.9,10.8,18.1,28.0,10.9,1
3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,5.7,-2.4,1030.0,10.4,2.4,6.0,23.0,-5.1,1
3288,3288,3288,3288,3288,3288,3288,3288,3288,3288,10.3,3.3,1027.8,7.4,1.8,8.0,19.0,1.0,1
3289,3289,3289,3289,3289,3289,3289,3289,3289,3289,9.8,1.2,1034.7,11.8,3.5,10.1,19.9,1.0,1
3290,3290,3290,3290,3290,3290,3290,3290,3290,3290,16.3,7.4,1034.9,10.4,4.5,8.0,28.0,9.0,1
3291,3291,3291,3291,3291,3291,3291,3291,3291,3291,34.1,27.4,1029.7,11.2,5.2,10.1,41.0,25.0,1
3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,31.0,22.3,1023.7,13.2,8.6,20.0,35.1,24.1,1
3293,3293,3293,3293,3293,3293,3293,3293,3293,3293,12.4,-0.5,1029.9,14.9,9.4,14.0,24.1,3.9,1
3294,3294,3294,3294,3294,3294,3294,3294,3294,3294,19.9,9.7,1019.3,14.8,1.9,8.0,45.0,9.0,1
3295,3295,3295,3295,3295,3295,3295,3295,3295,3295,34.9,27.2,1009.1,13.2,2.8,8.9,48.9,26.1,1
3296,3296,3296,3296,3296,3296,3296,3296,3296,3296,36.4,26.1,1018.0,14.9,3.4,5.1,48.9,27.0,1
3297,3297,3297,3297,3297,3297,3297,3297,3297,3297,37.0,28.1,1017.9,12.6,4.6,14.0,44.1,30.0,1
3298,3298,3298,3298,3298,3298,3298,3298,3298,3298,38.0,32.8,1016.1,8.4,4.0,8.0,42.1,36.0,2
3299,3299,3299,3299,3299,3299,3299,3299,3299,3299,37.6,35.7,1017.5,3.1,0.4,4.1,39.9,34.0,1
3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,33.1,30.9,1016.3,3.8,4.2,12.0,39.0,24.1,2
3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,26.4,22.9,1022.5,6.2,5.9,12.0,32.0,23.0,1
3302,3302,3302,3302,3302,3302,3302,3302,3302,3302,31.5,26.6,1019.7,10.1,1.5,6.0,44.1,25.0,1
3303,3303,3303,3303,3303,3303,3303,3303,3303,3303,32.9,27.5,1024.1,9.2,4.9,11.1,39.0,30.0,1
3304,3304,3304,3304,3304,3304,3304,3304,3304,3304,29.5,25.0,1021.5,8.2,7.5,15.0,32.0,28.0,1
3305,3305,3305,3305,3305,3305,3305,3305,3305,3305,31.8,29.6,1016.5,3.2,5.4,10.1,33.1,28.0,1
3306,3306,3306,3306,3306,3306,3306,3306,3306,3306,25.7,22.2,1018.8,3.9,8.6,11.1,28.0,24.1,1
3307,3307,3307,3307,3307,3307,3307,3307,3307,3307,20.4,13.1,1011.8,9.2,12.4,18.1,24.1,17.1,1
3308,3308,3308,3308,3308,3308,3308,3308,3308,3308,12.9,5.5,1010.0,7.1,1.8,6.0,32.0,3.0,1
3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,24.4,19.6,1015.9,7.9,0.6,5.1,39.0,14.0,1
3310,3310,3310,3310,3310,3310,3310,3310,3310,3310,26.0,20.8,1010.1,11.9,4.6,12.0,37.9,18.0,1
3311,3311,3311,3311,3311,3311,3311,3311,3311,3311,35.2,31.5,999.3,8.2,5.9,12.0,43.0,30.9,2
3312,3312,3312,3312,3312,3312,3312,3312,3312,3312,30.9,26.0,1006.4,8.1,12.3,18.1,37.0,28.0,1
3313,3313,3313,3313,3313,3313,3313,3313,3313,3313,28.0,21.6,1014.0,11.8,11.0,14.0,30.9,27.0,1
3314,3314,3314,3314,3314,3314,3314,3314,3314,3314,24.2,17.3,1018.4,13.4,8.2,12.0,33.1,18.0,1
3315,3315,3315,3315,3315,3315,3315,3315,3315,3315,26.3,20.5,1011.8,11.9,2.3,8.0,37.0,19.9,1
3316,3316,3316,3316,3316,3316,3316,3316,3316,3316,25.6,20.6,1010.9,5.6,3.4,10.1,34.0,19.0,1
3317,3317,3317,3317,3317,3317,3317,3317,3317,3317,24.9,20.2,1009.5,5.4,8.9,12.0,30.9,18.0,1
3318,3318,3318,3318,3318,3318,3318,3318,3318,3318,19.9,13.3,1018.4,10.9,6.0,18.1,30.0,12.0,1
3319,3319,3319,3319,3319,3319,3319,3319,3319,3319,15.6,6.8,1023.7,10.9,12.7,20.0,27.0,7.0,1
3320,3320,3320,3320,3320,3320,3320,3320,3320,3320,10.8,2.4,1026.6,10.4,4.7,12.0,27.0,-2.0,1
3321,3321,3321,3321,3321,3321,3321,3321,3321,3321,23.4,14.5,1014.4,11.8,5.9,12.0,41.0,16.0,1
3322,3322,3322,3322,3322,3322,3322,3322,3322,3322,25.6,19.7,1012.9,11.1,5.7,10.1,36.0,17.1,1
3323,3323,3323,3323,3323,3323,3323,3323,3323,3323,22.4,15.6,1021.6,12.0,8.6,15.9,26.1,17.1,1
3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,11.0,0.5,1029.0,12.1,6.9,12.0,19.9,3.9,1
3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,11.0,1.1,1031.2,13.1,9.7,18.1,18.0,5.0,1
3326,3326,3326,3326,3326,3326,3326,3326,3326,3326,8.2,-3.6,1033.1,14.9,5.2,10.1,15.1,1.9,1
3327,3327,3327,3327,3327,3327,3327,3327,3327,3327,12.1,-0.6,1030.5,14.9,5.2,10.1,21.0,7.0,1
3328,3328,3328,3328,3328,3328,3328,3328,3328,3328,8.8,-3.8,1026.1,14.9,7.0,12.0,15.1,1.9,1
3329,3329,3329,3329,3329,3329,3329,3329,3329,3329,8.2,-2.3,1027.4,13.9,11.6,18.1,23.0,0.0,1
3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,14.0,4.5,1019.9,12.1,5.6,18.1,28.0,3.9,1
3331,3331,3331,3331,3331,3331,3331,3331,3331,3331,22.6,17.8,1014.3,3.6,5.7,14.0,28.9,19.9,1
3332,3332,3332,3332,3332,3332,3332,3332,3332,3332,7.0,-1.0,1026.2,10.7,9.0,15.9,19.9,-6.0,1
3333,3333,3333,3333,3333,3333,3333,3333,3333,3333,-4.3,-14.0,1030.7,11.3,2.7,8.9,7.0,-15.0,1
3334,3334,3334,3334,3334,3334,3334,3334,3334,3334,-1.3,-13.3,1030.9,10.2,2.4,7.0,12.0,-11.9,1
3335,3335,3335,3335,3335,3335,3335,3335,3335,3335,11.1,1.8,1030.3,10.3,1.8,8.0,23.0,3.9,1
3336,3336,3336,3336,3336,3336,3336,3336,3336,3336,10.2,1.0,1033.0,11.6,1.1,5.1,25.0,-0.9,1
3337,3337,3337,3337,3337,3337,3337,3337,3337,3337,24.3,16.6,1027.3,11.9,8.0,14.0,36.0,17.1,1
3338,3338,3338,3338,3338,3338,3338,3338,3338,3338,37.6,33.3,1019.8,6.7,8.2,13.0,44.1,35.1,2
3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,34.0,29.5,1025.5,11.1,4.7,14.0,48.0,23.0,1
3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,37.5,34.4,1014.6,6.4,4.5,12.0,48.9,30.9,1
3341,3341,3341,3341,3341,3341,3341,3341,3341,3341,43.1,38.8,1009.0,8.0,5.9,14.0,55.9,33.1,1
3342,3342,3342,3342,3342,3342,3342,3342,3342,3342,42.7,38.0,1009.3,12.8,4.8,15.9,59.0,32.0,1
3343,3343,3343,3343,3343,3343,3343,3343,3343,3343,48.6,45.6,990.3,9.1,10.8,15.0,54.0,45.0,2
3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,48.1,47.0,984.0,3.3,10.2,15.0,50.0,44.1,2
3345,3345,3345,3345,3345,3345,3345,3345,3345,3345,37.2,35.7,998.8,4.7,10.1,14.0,43.0,32.0,2
3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,26.5,23.1,1012.6,5.6,11.3,15.9,32.0,23.0,1
3347,3347,3347,3347,3347,3347,3347,3347,3347,3347,21.1,15.8,1014.6,6.9,8.7,13.0,28.0,14.0,1
3348,3348,3348,3348,3348,3348,3348,3348,3348,3348,27.7,23.2,1016.6,9.6,7.7,15.0,37.0,24.1,1
3349,3349,3349,3349,3349,3349,3349,3349,3349,3349,34.1,27.0,1018.4,12.6,3.5,7.0,44.1,28.0,1
3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,35.9,33.5,1016.4,5.0,2.2,10.1,43.0,33.1,2
3351,3351,3351,3351,3351,3351,3351,3351,3351,3351,32.6,29.2,1019.7,7.2,4.4,12.0,43.0,24.1,1
