,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,NO2(GT)
1750,1750,1750,1750,1750,1750,1750,1750,2.1,1315.0,112.5,11.738405416264689,1040.5,115.0,773.0,1766.75,965.5,28.925000190735,29.300000190735,1.1502802822203777,101.0
1751,1751,1751,1751,1751,1751,1751,1751,2.8,1466.25,127.5,15.807517982053575,1173.75,152.0,680.0,1964.75,1301.5,25.449999809265,39.824999809265,1.2771170478419374,115.0
1752,1752,1752,1752,1752,1752,1752,1752,2.8,1409.0,127.5,13.87314800904557,1112.5,157.0,710.0,1849.5,1255.5,25.150000095367,40.124999046326,1.2641796377627317,110.0
1753,1753,1753,1753,1753,1753,1753,1753,2.7,1366.25,101.5,15.71027436796261,1170.75,132.0,693.0,1933.25,1068.25,24.525000095367,39.400000572205,1.196293635441427,103.0
1754,1754,1754,1754,1754,1754,1754,1754,1.8,1240.5,76.5,10.907979957019238,1011.0,98.0,780.5,1747.5,1069.75,22.325000286102,45.39999961853,1.2087965285123274,90.0
1755,1755,1755,1755,1755,1755,1755,1755,1.2,1122.5,73.0,6.4460893359755085,832.25,65.0,930.0,1565.25,791.5,21.224999904633,48.300001144409,1.203379136251415,68.0
1756,1756,1756,1756,1756,1756,1756,1756,2.6,1320.75,76.5,12.749738870577811,1075.25,101.0,756.75,1891.25,1016.75,20.550000190735,50.52499961853,1.208248155559866,85.0
1757,1757,1757,1757,1757,1757,1757,1757,3.1,1397.0,192.5,15.3318700568173,1159.0,134.0,681.25,1948.75,1206.5,20.150000095367,52.874999046326,1.2339855629641847,100.0
1758,1758,1758,1758,1758,1758,1758,1758,4.1,1507.25,112.5,20.50820555964399,1310.5,177.0,607.5,2107.0,1498.75,19.849999904633,54.5,1.248805012422101,114.0
1759,1759,1759,1759,1759,1759,1759,1759,3.6,1405.25,113.0,15.905017304347645,1176.75,179.0,659.75,1931.0,1474.0,19.525000095367,56.200000762939,1.2623825864881084,108.0
1760,1760,1760,1760,1760,1760,1760,1760,1.9,1192.0,131.5,10.434474065314545,993.75,105.0,758.75,1780.0,1163.0,18.950000286102,58.025000572205,1.2581441742162325,78.0
1761,1761,1761,1761,1761,1761,1761,1761,1.9,1199.25,167.0,12.602032076385091,1070.25,224.3,671.0,1872.5,1188.5,18.099999904633,61.625,1.267901486228376,154.89999999999998
1762,1762,1762,1762,1762,1762,1762,1762,0.75,972.5,72.0,4.946833219965415,760.75,49.0,953.75,1501.25,814.75,18.0,57.64999961853,1.1787951862802384,55.0
1763,1763,1763,1763,1763,1763,1763,1763,0.3,864.0,52.5,2.090250356341912,590.75,27.0,1246.75,1373.5,506.75,17.650000095367,56.049999237061,1.1214675388458908,37.0
1764,1764,1764,1764,1764,1764,1764,1764,0.4,886.0,52.5,2.190576760964729,598.0,41.0,1256.75,1374.0,505.5,17.924999713898,52.350001335144,1.065460537017452,53.0
1765,1765,1765,1765,1765,1765,1765,1765,0.8,988.25,73.0,4.032111328470852,712.5,78.0,1092.25,1454.5,715.75,18.924999713898,49.275001525879,1.0667768598103058,79.0
1766,1766,1766,1766,1766,1766,1766,1766,0.8,1008.25,73.0,4.326596003001521,728.5,68.0,1033.75,1489.75,795.0,19.950000286102,48.575000762939,1.1198674604156111,65.0
1767,1767,1767,1767,1767,1767,1767,1767,0.8,975.5,73.0,3.7773225290074417,698.25,64.0,1156.25,1393.25,593.75,20.550000190735,41.150000572205,0.9840556688380374,64.0
1768,1768,1768,1768,1768,1768,1768,1768,0.8,978.25,73.0,4.132341795103469,718.0,67.0,1137.25,1392.0,565.0,23.574999809265,33.97500038147,0.9749270486856336,66.0
1769,1769,1769,1769,1769,1769,1769,1769,0.9,987.25,73.0,4.538932154052378,739.75,54.0,1105.0,1407.0,522.5,26.699999809265,28.075000286102,0.9687998120989452,53.0
1770,1770,1770,1770,1770,1770,1770,1770,1.2,1030.0,73.0,5.287938393096692,777.75,67.0,1070.5,1451.5,591.0,26.825000286102,28.14999961853,0.978502672277811,69.0
1771,1771,1771,1771,1771,1771,1771,1771,1.0,954.66666666667,79.5,4.224369335658102,723.0,51.0,1129.0,1393.0,558.66666666667,27.733333587646,25.833333333333,0.9467066558016932,57.0
1772,1772,1772,1772,1772,1772,1772,1772,0.8,924.25,62.5,3.335032082092045,672.5,28.0,1247.0,1346.0,429.5,28.849999904633,22.675000190735,0.8863564729074047,36.0
1773,1773,1773,1773,1773,1773,1773,1773,1.1,1004.75,73.0,4.897490221739576,758.25,51.0,1091.0,1434.25,521.75,26.77499961853,27.300000667572,0.9461910745321336,57.0
1774,1774,1774,1774,1774,1774,1774,1774,1.5,1059.0,73.0,6.095971023550958,816.25,77.0,1023.0,1467.75,641.25,25.85000038147,28.700000286102,0.9422679260783028,73.0
1775,1775,1775,1775,1775,1775,1775,1775,1.5,1079.25,76.5,6.855573841730506,850.5,93.0,991.0,1490.0,738.25,25.799999713898,27.724999904633,0.9075871598692936,81.0
1776,1776,1776,1776,1776,1776,1776,1776,1.4,1070.0,76.5,6.844212054552857,850.0,94.0,997.25,1502.0,778.25,24.75,29.5,0.9077162909353982,91.0
1777,1777,1777,1777,1777,1777,1777,1777,1.1,1085.25,73.0,5.849489378590794,804.75,69.0,972.25,1528.25,717.75,25.275000572205,36.27499961853,1.1513398862227826,65.0
1778,1778,1778,1778,1778,1778,1778,1778,0.9,1066.0,73.0,5.482764633691687,787.25,57.0,985.5,1551.5,689.25,23.875,40.35000038147,1.1787430032349178,56.0
1779,1779,1779,1779,1779,1779,1779,1779,1.0,1093.5,73.0,6.07436581400729,815.25,74.0,934.25,1562.75,852.0,21.425000190735,46.649998664856,1.1764324928398584,69.0
1780,1780,1780,1780,1780,1780,1780,1780,1.1,1110.0,73.0,6.047405304882035,814.0,75.0,947.5,1570.5,853.75,20.47500038147,49.275000572205,1.1729865104492867,73.0
1781,1781,1781,1781,1781,1781,1781,1781,1.0,967.75,73.0,4.155267644562403,719.25,73.0,1080.75,1388.25,664.25,19.224999904633,42.349999427795,0.9339259278598258,76.0
1782,1782,1782,1782,1782,1782,1782,1782,0.7,906.0,73.0,4.050256979222614,713.5,56.0,1162.75,1350.75,544.25,19.224999904633,37.875000953674,0.8352407529228031,67.0
1783,1783,1783,1783,1783,1783,1783,1783,0.5,849.25,57.5,2.433637604423108,615.0,31.0,1285.25,1275.75,461.0,17.22500038147,43.074999809265,0.8393780172359093,44.0
1784,1784,1784,1784,1784,1784,1784,1784,0.2,774.25,51.0,1.00982332118666,500.0,13.0,1536.0,1168.5,351.75,15.799999952316,45.174999237061,0.8051859206713614,21.0
1785,1785,1785,1785,1785,1785,1785,1785,0.2,746.25,18.5,0.5602472177929151,449.75,16.5,1806.75,1110.5,307.75,15.650000095367,42.27499961853,0.7464179843844303,23.0
1786,1786,1786,1786,1786,1786,1786,1786,0.6499999999999999,753.25,23.5,0.4644178772489268,437.0,14.0,1903.75,1109.5,300.5,16.250000476837,40.974999427795,0.7512597074790042,19.0
1787,1787,1787,1787,1787,1787,1787,1787,0.1,749.0,43.0,0.6911729959272378,465.75,23.0,1802.5,1088.75,306.75,16.125,36.499999046326,0.6639855319630991,29.0
1788,1788,1788,1788,1788,1788,1788,1788,0.5,863.5,73.0,2.837944850489492,641.75,72.0,1288.0,1254.75,441.0,16.525000095367,36.199998855591,0.6752446289008668,69.0
1789,1789,1789,1789,1789,1789,1789,1789,1.6,1001.5,97.0,7.838454177489808,892.5,165.0,1009.75,1394.0,775.0,17.474999904633,30.875,0.6110764709865127,111.0
1790,1790,1790,1790,1790,1790,1790,1790,2.0,970.0,131.5,9.685046806517573,965.75,118.0,943.5,1378.5,907.0,18.449999809265,24.0,0.5045900244104159,81.0
1791,1791,1791,1791,1791,1791,1791,1791,1.3,897.5,144.0,6.901101305129944,852.5,85.0,1065.5,1271.25,763.25,19.150000095367,23.849999904633,0.5235352561829336,56.0
1792,1792,1792,1792,1792,1792,1792,1792,1.0,846.5,112.5,5.754222758405947,800.25,116.0,1155.25,1178.5,648.5,21.72500038147,18.075000047684,0.4641628192134029,90.0
1793,1793,1793,1793,1793,1793,1793,1793,0.9,847.25,131.5,5.493101808834059,787.75,112.0,1202.5,1162.25,597.75,22.300000190735,16.974999904633,0.4512882425804577,85.0
1794,1794,1794,1794,1794,1794,1794,1794,1.2,871.25,76.5,6.7931834786399685,847.75,100.0,1139.25,1207.75,578.5,22.775000095367,16.099999904633,0.4404132683086177,83.0
1795,1795,1795,1795,1795,1795,1795,1795,1.3,869.25,131.5,7.205958222732487,865.75,109.0,1107.0,1212.0,595.5,23.849999904633,14.474999904633,0.4222287875984276,85.0
1796,1796,1796,1796,1796,1796,1796,1796,1.1,875.25,131.5,6.9296211856909045,853.75,111.0,1159.75,1200.25,594.75,25.125,13.125,0.4129070232389617,85.0
1797,1797,1797,1797,1797,1797,1797,1797,1.2,895.0,131.5,7.480989319917876,877.5,109.0,1121.75,1238.0,607.0,25.849999904633,12.850000143051,0.4218864991311358,81.0
1798,1798,1798,1798,1798,1798,1798,1798,1.4,925.75,112.5,7.652875824367053,884.75,114.0,1100.5,1259.25,661.75,25.5,13.974999904633,0.4494748875576065,92.0
1799,1799,1799,1799,1799,1799,1799,1799,2.0,996.0,130.0,11.953660413569477,1048.0,139.0,958.75,1397.25,822.25,24.450000286102,15.424999952316,0.466268357909875,108.0
1800,1800,1800,1800,1800,1800,1800,1800,2.4,996.75,97.0,13.499245409646248,1100.25,157.0,896.0,1392.0,986.5,22.599999427795,17.199999809265,0.4655890273406436,106.0
1801,1801,1801,1801,1801,1801,1801,1801,2.1,1005.75,130.0,11.96086428593333,1048.25,147.0,924.5,1416.25,966.25,21.249999523163,18.874999523163,0.4709775116215738,114.0
1802,1802,1802,1802,1802,1802,1802,1802,1.2,894.5,112.5,6.731036454520945,845.0,102.0,1072.0,1240.5,763.0,19.14999961853,22.825000286102,0.5010353069065145,96.0
1803,1803,1803,1803,1803,1803,1803,1803,0.7,861.5,73.0,4.755590080852426,751.0,73.0,1153.5,1213.25,617.25,18.424999713898,24.625,0.5169315722800971,77.0
1804,1804,1804,1804,1804,1804,1804,1804,0.7,858.25,73.0,4.848358263016616,755.75,65.0,1158.5,1209.0,564.25,17.349999904633,25.625000476837,0.5032407272751507,73.0
1805,1805,1805,1805,1805,1805,1805,1805,0.8,853.0,73.0,4.976540188187734,762.25,76.0,1133.75,1184.0,645.75,16.5,24.925000190735,0.464203279864376,86.0
1806,1806,1806,1806,1806,1806,1806,1806,0.5,858.75,73.0,4.293956324258487,726.75,65.0,1119.75,1187.25,752.5,16.650000095367,28.275000572205,0.5315586226092979,84.0
1807,1807,1807,1807,1807,1807,1807,1807,0.2,836.5,73.0,2.7104322698706853,633.5,41.0,1199.5,1149.5,669.25,15.524999856949,32.200000286102,0.5640723506251978,56.0
1808,1808,1808,1808,1808,1808,1808,1808,0.6499999999999999,745.5,38.0,0.9405460575758428,493.0,17.0,1522.0,1062.75,435.25,17.5,29.125,0.5773371749726691,31.0
1809,1809,1809,1809,1809,1809,1809,1809,0.35,752.25,35.5,1.1679499202396486,515.25,21.0,1472.25,1068.0,435.75,13.25,35.574999809265,0.5393447194244034,17.0
1810,1810,1810,1810,1810,1810,1810,1810,0.6499999999999999,742.0,33.5,0.8971234585357166,488.5,19.0,1559.0,1047.5,403.25,13.974999904633,33.724999427795,0.5355266775301154,30.0
1811,1811,1811,1811,1811,1811,1811,1811,0.1,773.5,73.0,1.681021836007109,559.5,45.0,1386.0,1107.0,532.0,11.625,40.0,0.546185999605219,51.0
1812,1812,1812,1812,1812,1812,1812,1812,0.2,797.5,73.0,2.6495095616042814,629.5,40.0,1291.0,1125.25,536.25,13.375,34.500000953674,0.5272477429302996,45.0
1813,1813,1813,1813,1813,1813,1813,1813,1.1,1002.25,76.5,8.813568113776512,932.0,101.0,949.25,1404.5,916.5,15.224999904633,31.000000476837,0.5328704566294024,82.0
1814,1814,1814,1814,1814,1814,1814,1814,3.0,1210.0,113.0,22.167803733141728,1355.5,183.0,656.5,1786.25,1480.75,16.325000047684,27.5,0.5065771881774876,100.0
1815,1815,1815,1815,1815,1815,1815,1815,2.1,1058.0,72.5,15.307850221981177,1158.25,149.0,819.75,1458.75,1187.0,19.150000572205,20.0,0.4390232902475165,91.0
1816,1816,1816,1816,1816,1816,1816,1816,2.6,1105.5,211.5,14.034723520982585,1117.75,207.0,884.5,1451.0,1220.0,24.875,13.024999856949,0.4037539787470717,130.0
1817,1817,1817,1817,1817,1817,1817,1817,3.2,1153.0,285.5,18.46827735180334,1253.0,289.0,814.5,1541.25,1380.5,28.324999809265,9.9000000953674,0.3754444752750228,155.0
1818,1818,1818,1818,1818,1818,1818,1818,2.1,1047.25,97.0,13.529604730694471,1101.25,159.0,912.5,1390.5,1102.75,29.22500038147,9.7999999523163,0.391428568688775,114.0
1819,1819,1819,1819,1819,1819,1819,1819,2.2,1090.75,172.0,15.750761449955473,1172.0,162.0,874.25,1459.25,1105.0,31.574999809265,9.1750001907349,0.4189833088320943,127.0
1820,1820,1820,1820,1820,1820,1820,1820,2.4,1162.25,172.0,18.4509394072448,1252.5,173.0,795.75,1594.5,1248.25,32.599999427795,9.3000001907349,0.44994860185892,138.0
1821,1821,1821,1821,1821,1821,1821,1821,2.1,1058.75,253.0,12.587301769184844,1069.75,213.5,925.0,1401.0,976.25,32.599999427795,9.2249999046326,0.4463199703343348,128.5
1822,1822,1822,1822,1822,1822,1822,1822,2.0,1082.5,195.0,12.040228960945882,1051.0,278.0,938.5,1389.75,897.75,32.349999427795,9.9500000476837,0.474678124135405,139.0
1823,1823,1823,1823,1823,1823,1823,1823,2.55,1149.5,297.5,15.379957884375363,1160.5,354.0,866.5,1512.0,1038.25,32.050000190735,10.650000095367,0.4995603731459706,150.0
1824,1824,1824,1824,1824,1824,1824,1824,3.25,1321.0,512.0,24.877671870607216,1426.0,176.5,720.0,1859.0,1395.0,29.700000762939,12.199999809265,0.5007439353345641,144.5
1825,1825,1825,1825,1825,1825,1825,1825,2.152749543914517,1099.7078560041523,218.81181619256017,10.082993455078688,939.0292051310568,246.88125161959056,835.3709728246765,1456.1434860786712,1022.780725169614,18.31605401479476,49.232360145050656,1.0255302148066765,113.07551523007128
1826,1826,1826,1826,1826,1826,1826,1826,2.152749543914517,1099.7078560041523,218.81181619256017,10.082993455078688,939.0292051310568,246.88125161959056,835.3709728246765,1456.1434860786712,1022.780725169614,18.31605401479476,49.232360145050656,1.0255302148066765,113.07551523007128
1827,1827,1827,1827,1827,1827,1827,1827,2.152749543914517,1099.7078560041523,218.81181619256017,10.082993455078688,939.0292051310568,246.88125161959056,835.3709728246765,1456.1434860786712,1022.780725169614,18.31605401479476,49.232360145050656,1.0255302148066765,113.07551523007128
1828,1828,1828,1828,1828,1828,1828,1828,2.152749543914517,1099.7078560041523,218.81181619256017,10.082993455078688,939.0292051310568,246.88125161959056,835.3709728246765,1456.1434860786712,1022.780725169614,18.31605401479476,49.232360145050656,1.0255302148066765,113.07551523007128
1829,1829,1829,1829,1829,1829,1829,1829,2.152749543914517,1099.7078560041523,218.81181619256017,10.082993455078688,939.0292051310568,246.88125161959056,835.3709728246765,1456.1434860786712,1022.780725169614,18.31605401479476,49.232360145050656,1.0255302148066765,113.07551523007128
1830,1830,1830,1830,1830,1830,1830,1830,2.152749543914517,1099.7078560041523,218.81181619256017,10.082993455078688,939.0292051310568,246.88125161959056,835.3709728246765,1456.1434860786712,1022.780725169614,18.31605401479476,49.232360145050656,1.0255302148066765,113.07551523007128
1831,1831,1831,1831,1831,1831,1831,1831,2.152749543914517,1099.7078560041523,218.81181619256017,10.082993455078688,939.0292051310568,246.88125161959056,835.3709728246765,1456.1434860786712,1022.780725169614,18.31605401479476,49.232360145050656,1.0255302148066765,113.07551523007128
1832,1832,1832,1832,1832,1832,1832,1832,2.152749543914517,1099.7078560041523,218.81181619256017,10.082993455078688,939.0292051310568,246.88125161959056,835.3709728246765,1456.1434860786712,1022.780725169614,18.31605401479476,49.232360145050656,1.0255302148066765,113.07551523007128
1833,1833,1833,1833,1833,1833,1833,1833,2.152749543914517,1099.7078560041523,218.81181619256017,10.082993455078688,939.0292051310568,246.88125161959056,835.3709728246765,1456.1434860786712,1022.780725169614,18.31605401479476,49.232360145050656,1.0255302148066765,113.07551523007128
1834,1834,1834,1834,1834,1834,1834,1834,2.152749543914517,1099.7078560041523,218.81181619256017,10.082993455078688,939.0292051310568,246.88125161959056,835.3709728246765,1456.1434860786712,1022.780725169614,18.31605401479476,49.232360145050656,1.0255302148066765,113.07551523007128
1835,1835,1835,1835,1835,1835,1835,1835,2.152749543914517,1099.7078560041523,218.81181619256017,10.082993455078688,939.0292051310568,246.88125161959056,835.3709728246765,1456.1434860786712,1022.780725169614,18.31605401479476,49.232360145050656,1.0255302148066765,113.07551523007128
1836,1836,1836,1836,1836,1836,1836,1836,2.152749543914517,1099.7078560041523,218.81181619256017,10.082993455078688,939.0292051310568,246.88125161959056,835.3709728246765,1456.1434860786712,1022.780725169614,18.31605401479476,49.232360145050656,1.0255302148066765,113.07551523007128
1837,1837,1837,1837,1837,1837,1837,1837,2.152749543914517,1099.7078560041523,218.81181619256017,10.082993455078688,939.0292051310568,246.88125161959056,835.3709728246765,1456.1434860786712,1022.780725169614,18.31605401479476,49.232360145050656,1.0255302148066765,113.07551523007128
1838,1838,1838,1838,1838,1838,1838,1838,2.152749543914517,1099.7078560041523,218.81181619256017,10.082993455078688,939.0292051310568,246.88125161959056,835.3709728246765,1456.1434860786712,1022.780725169614,18.31605401479476,49.232360145050656,1.0255302148066765,113.07551523007128
1839,1839,1839,1839,1839,1839,1839,1839,4.0,1302.75,508.5,40.223804627529326,1775.5,831.0,945.5,1466.75,1607.75,20.35000038147,35.72500038147,0.8439770215472404,176.0
1840,1840,1840,1840,1840,1840,1840,1840,2.2,1137.25,184.5,14.9257192296359,1146.25,188.0,1144.0,1392.25,1326.75,26.099999904633,23.825000286102,0.7937751794492721,136.0
1841,1841,1841,1841,1841,1841,1841,1841,1.8,1139.25,172.0,13.77352504817942,1109.25,159.0,1117.75,1435.75,1291.5,28.775000095367,21.050000190735,0.8192894725587315,135.0
1842,1842,1842,1842,1842,1842,1842,1842,1.6,1099.25,130.0,12.272378949151358,1059.0,146.0,1156.25,1416.25,1113.75,29.599999904633,19.35000038147,0.7896770439012316,115.0
1843,1843,1843,1843,1843,1843,1843,1843,1.8,1087.5,101.5,13.988477707942032,1116.25,127.0,1128.0,1448.5,1059.5,31.575000286102,16.399999856949,0.7489183920822634,112.0
1844,1844,1844,1844,1844,1844,1844,1844,1.6,1026.75,101.5,11.752703849058946,1041.0,128.0,1236.75,1344.5,915.0,32.300000667572,13.250000238419,0.6303330639129986,112.0
1845,1845,1845,1845,1845,1845,1845,1845,1.6,1014.0,101.5,11.968070008525885,1048.5,120.0,1200.0,1365.75,893.25,31.750000476837,13.549999952316,0.624921461779604,109.0
1846,1846,1846,1846,1846,1846,1846,1846,1.3,969.0,101.5,9.731187323395478,967.5,115.0,1275.5,1324.5,767.75,31.799999713898,13.825000286102,0.6394073929124064,112.0
1847,1847,1847,1847,1847,1847,1847,1847,2.7,1120.25,201.0,17.95116314189409,1238.0,394.5,1022.75,1591.25,1126.0,31.0,15.924999952316,0.7039170955431946,171.5
1848,1848,1848,1848,1848,1848,1848,1848,2.9,1130.5,383.0,22.61963360399776,1367.5,176.5,933.25,1707.25,1284.0,28.625,18.699999809265,0.721559850766765,131.5
1849,1849,1849,1849,1849,1849,1849,1849,2.9,1130.3333333333,319.5,22.651154923078792,1368.3333333333,176.5,933.0,1709.0,1269.3333333333,26.733333587646,19.53333346049,0.6753611373528912,131.5
1850,1850,1850,1850,1850,1850,1850,1850,2.65,1123.25,262.0,20.2550060446258,1303.5,196.0,938.75,1720.0,1290.25,24.974999904633,24.425000190735,0.7616237891815151,139.0
1851,1851,1851,1851,1851,1851,1851,1851,1.7000000000000002,1068.75,118.5,13.05482847350086,1085.5,136.5,1063.5,1536.0,1119.25,22.849999427795,28.400000095367,0.7803789909078092,113.5
1852,1852,1852,1852,1852,1852,1852,1852,1.7000000000000002,1020.75,106.0,10.873367154415863,1009.75,136.5,1115.75,1480.25,1027.0,21.650000095367,29.174999713898,0.7458220746967973,113.5
1853,1853,1853,1853,1853,1853,1853,1853,2.6,1101.25,177.0,13.280010624885582,1093.0,278.5,1011.75,1563.5,1155.25,21.075000286102,30.85000038147,0.7616593916138193,132.5
1854,1854,1854,1854,1854,1854,1854,1854,1.65,1026.0,106.0,9.540642925320222,960.25,117.5,1071.75,1470.75,1077.5,19.900000095367,36.324999809265,0.8348949182258794,108.0
1855,1855,1855,1855,1855,1855,1855,1855,1.4,949.25,92.5,6.635470454500727,840.75,90.0,1155.25,1393.25,953.5,18.64999961853,39.25,0.8354639472874695,101.0
1856,1856,1856,1856,1856,1856,1856,1856,0.8,845.75,56.0,3.5812024590957425,687.0,55.0,1294.75,1288.25,725.75,18.599999904633,38.775000572205,0.8228115942059009,55.5
1857,1857,1857,1857,1857,1857,1857,1857,0.45,810.75,24.5,2.300031610531572,605.75,35.5,1416.75,1247.75,655.75,19.025000095367,38.874999046326,0.8468175765082158,48.5
1858,1858,1858,1858,1858,1858,1858,1858,0.4499999999999999,803.0,27.0,2.025609370348589,586.0,56.0,1441.75,1231.75,572.5,18.049999713898,40.924999237061,0.8394072509085564,63.5
1859,1859,1859,1859,1859,1859,1859,1859,0.95,882.0,75.5,4.082095410446774,715.25,70.0,1246.0,1367.0,779.5,15.499999761581,48.624999046326,0.8504607526751704,60.0
1860,1860,1860,1860,1860,1860,1860,1860,1.4,962.5,100.0,6.523786634479083,835.75,88.0,1085.25,1429.0,919.75,16.024999856949,47.900000572205,0.865914207833716,87.5
1861,1861,1861,1861,1861,1861,1861,1861,4.95,1412.5,624.5,24.78913442760857,1423.75,242.5,739.25,2101.5,1543.75,16.974999904633,46.024998664856,0.8829947618641031,151.5
1862,1862,1862,1862,1862,1862,1862,1862,5.15,1485.25,739.0,34.35456323694355,1650.0,343.0,632.25,2336.5,1788.75,18.974999904633,41.625,0.90393599723413,123.0
1863,1863,1863,1863,1863,1863,1863,1863,4.65,1354.25,665.5,24.54390359233819,1417.5,236.0,749.0,2043.0,1628.75,21.75,35.0,0.9001517729613425,145.5
1864,1864,1864,1864,1864,1864,1864,1864,1.7,1073.75,110.5,8.991436424812344,939.0,121.0,1070.5,1513.0,996.75,25.625,28.049999713898,0.908827253678494,84.0
1865,1865,1865,1865,1865,1865,1865,1865,1.4,1022.25,121.0,8.369357194834848,914.25,118.0,1131.75,1446.25,847.25,26.424999713898,23.125,0.7852612480033143,102.5
1866,1866,1866,1866,1866,1866,1866,1866,2.0,1100.25,218.0,11.539007213563714,1033.5,125.0,994.5,1585.75,957.5,27.125,24.200000286102,0.8560411016453127,103.5
1867,1867,1867,1867,1867,1867,1867,1867,1.7,1072.5,316.0,12.076377763385809,1052.25,132.0,1009.0,1574.25,853.75,27.499999523163,20.925000190735,0.7565156485169576,116.0
1868,1868,1868,1868,1868,1868,1868,1868,1.4,1049.25,165.0,10.13721772169623,982.75,96.5,1070.5,1514.5,782.0,29.525000095367,19.724999904633,0.8015285243650565,96.0
1869,1869,1869,1869,1869,1869,1869,1869,1.5,1086.0,316.0,11.93925822018496,1047.5,122.5,1016.25,1580.25,888.0,30.550000190735,18.599999904633,0.8013916900382388,115.0
1870,1870,1870,1870,1870,1870,1870,1870,2.0,1059.25,301.0,11.341067288775244,1026.5,141.5,1065.5,1521.25,764.25,31.25,15.849999904633,0.710606966890992,108.0
1871,1871,1871,1871,1871,1871,1871,1871,3.2,1243.75,394.0,20.15590190631425,1300.75,165.0,841.5,1801.0,1169.75,29.400000095367,20.950000286102,0.8452263013306012,116.0
1872,1872,1872,1872,1872,1872,1872,1872,4.0,1319.5,484.0,24.76947771812413,1423.25,204.0,766.5,1985.5,1385.0,27.025000095367,23.474999904633,0.8255714364748646,149.5
1873,1873,1873,1873,1873,1873,1873,1873,3.3,1235.5,503.0,20.26402578632568,1303.75,176.0,822.25,1868.25,1237.0,25.849999904633,26.674999713898,0.8757838224388115,137.0
1874,1874,1874,1874,1874,1874,1874,1874,1.9,1135.75,228.5,16.223653294791802,1186.5,151.0,903.75,1735.25,1126.5,23.700000286102,28.449999332428,0.8224914356344811,117.5
1875,1875,1875,1875,1875,1875,1875,1875,2.75,1109.75,307.5,13.280010624885582,1093.0,154.0,961.0,1660.75,1090.75,21.349999904633,32.999999046326,0.8284334402644223,117.5
1876,1876,1876,1876,1876,1876,1876,1876,1.4,1025.75,96.0,10.339495318438898,990.25,120.5,1031.5,1552.75,971.5,20.525000095367,35.325000762939,0.8434725682123474,120.5
1877,1877,1877,1877,1877,1877,1877,1877,1.65,1038.0,96.0,9.566829372185698,961.25,132.5,1026.0,1529.75,949.0,19.425000190735,38.125,0.8511402655134295,123.5
1878,1878,1878,1878,1878,1878,1878,1878,1.4,975.25,102.0,7.820412173392475,891.75,112.0,1015.25,1479.5,889.5,19.35000038147,40.699999809265,0.904454984640096,112.0
1879,1879,1879,1879,1879,1879,1879,1879,0.8999999999999999,907.75,91.0,6.052793316140268,814.25,66.5,1088.5,1402.5,763.0,17.75,44.85000038147,0.9029621816311728,78.5
1880,1880,1880,1880,1880,1880,1880,1880,0.7,895.75,60.0,6.1772816061789575,820.0,119.5,1073.75,1439.25,833.25,16.575000047684,49.675000190735,0.9294995736786852,74.0
1881,1881,1881,1881,1881,1881,1881,1881,0.3,810.0,43.5,3.7509158815933934,696.75,42.0,1220.5,1321.25,675.0,16.475000143051,48.550000190735,0.90278141973706,57.0
1882,1882,1882,1882,1882,1882,1882,1882,0.3,789.25,53.0,2.7719444496798484,637.5,41.0,1304.5,1309.0,671.75,15.200000047684,53.550000190735,0.9190385617073502,56.0
1883,1883,1883,1883,1883,1883,1883,1883,0.15,814.0,36.5,3.427526951143775,678.0,40.0,1276.25,1339.0,625.75,15.474999666214,51.650000572205,0.9019461656831482,53.0
1884,1884,1884,1884,1884,1884,1884,1884,1.4,957.5,170.0,8.184612613324596,906.75,112.0,991.5,1535.75,881.75,14.924999952316,54.824999809265,0.9247034103146896,112.0
1885,1885,1885,1885,1885,1885,1885,1885,2.9,1213.0,396.5,19.193912707865103,1273.75,185.5,761.5,1914.25,1264.25,16.275000095367,51.27499961853,0.9415806301859122,143.0
1886,1886,1886,1886,1886,1886,1886,1886,3.55,1220.75,484.0,22.61018085769056,1367.25,212.0,722.0,2007.5,1330.0,18.375,45.675000190735,0.9558590245001054,149.5
1887,1887,1887,1887,1887,1887,1887,1887,2.8,1245.0,440.0,19.441390423310686,1280.75,175.5,773.5,1952.0,1324.0,20.824999809265,43.64999961853,1.0614463137224868,170.5
1888,1888,1888,1888,1888,1888,1888,1888,1.55,1049.5,201.5,9.606166402460245,962.75,126.0,998.25,1609.0,901.0,24.25,35.074999809265,1.047743293597247,116.0
1889,1889,1889,1889,1889,1889,1889,1889,1.55,1047.5,177.0,9.764202059305012,968.75,126.0,1011.5,1600.0,852.0,26.35000038147,29.250000476837,0.988899032138126,116.0
1890,1890,1890,1890,1890,1890,1890,1890,2.05,1141.25,268.5,14.360264054926166,1128.25,118.5,902.0,1738.0,1009.0,28.349999904633,25.0,0.9494624384181244,97.0
1891,1891,1891,1891,1891,1891,1891,1891,1.95,1052.25,318.0,12.105330063304644,1053.25,132.0,949.0,1640.75,830.75,28.924999713898,23.650000095367,0.92846852766589,108.0
