,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin,target
1195,1195,1195,1195,1195,0,1,6,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.4,0.2,0.5309190145,7,1,-1,0,-1,0,1,1,2,1,95,2,0.4,0.6642898402,0.4013726447999999,2.2360679775,0.5,0.1,0.9,2,2,7,3,9,3,6,7,1,2,6,0,0,0,0,0,1,0
1196,1196,1196,1196,1196,0,1,6,0,0,1,0,0,0,0,0,0,0,0,12,0,1,0,0.9,0.2,0.5442885264,4,1,-1,0,1,0,1,1,0,1,104,0,0.4220189568999999,0.4164985886999999,0.3898717738,0.0,0.5,0.1,0.7,3,0,8,3,6,4,7,7,0,4,7,0,0,1,0,1,1,0
1197,1197,1197,1197,1197,2,1,9,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.9,0.4,0.841872912,11,1,-1,0,-1,14,1,1,2,1,49,3,0.4,0.7284932940000001,0.3885871846,3.1622776602,0.3,0.1,0.0,3,1,10,2,10,1,9,2,2,9,7,0,0,0,1,0,0,0
1198,1198,1198,1198,1198,0,2,1,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.7,0.5,1.2621905561,11,1,-1,0,-1,11,1,1,2,1,101,3,0.3741657387,0.7800058275,0.3850973903,3.3166247904,0.5,0.2,0.5,3,3,7,3,9,1,11,6,2,2,9,0,1,0,0,1,0,0
1199,1199,1199,1199,1199,0,1,3,1,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.6,0.4,0.7441438033,8,1,-1,0,0,14,1,1,0,1,49,1,0.3725587202,0.4744940759,0.3820994635,0.0,0.1,0.2,0.2,2,2,5,1,8,2,9,11,3,2,5,0,0,1,0,0,0,0
1200,1200,1200,1200,1200,2,1,6,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7,0.2,0.6,7,1,-1,0,-1,11,1,1,0,1,99,2,0.316227766,0.6230921293,0.3687817783,3.0,0.2,0.6,0.9,0,2,9,3,9,3,12,4,1,2,11,0,1,1,1,1,0,0
1201,1201,1201,1201,1201,5,1,4,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.4,0.0,0.6437196595,7,1,-1,0,-1,6,1,1,2,1,27,3,0.3741657387,0.7204079423,0.3907684736999999,3.3166247904,0.3,0.4,0.3,3,2,7,3,11,3,5,4,6,5,9,0,0,0,0,1,0,0
1202,1202,1202,1202,1202,0,1,0,0,6,1,0,0,0,0,0,0,0,0,7,1,0,0,0.4,0.0,0.7529110173000001,8,1,-1,0,0,11,1,1,0,1,67,2,0.3741657387,0.6342334476,0.3666060556,2.8284271247,0.8,0.5,0.6,4,1,7,3,11,1,11,3,1,3,12,0,1,1,0,1,1,0
1203,1203,1203,1203,1203,1,1,2,1,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0.0,0.0,0.7352720585,10,1,-1,0,1,1,1,1,0,1,70,3,0.3741657387,0.7934390049,0.3860051813,3.3166247904,0.2,0.9,0.1,3,0,7,3,10,4,10,3,0,2,10,0,0,0,0,1,0,0
1204,1204,1204,1204,1204,0,1,2,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.4,0.0,1.2939764295,7,1,-1,0,-1,1,1,1,2,1,10,2,0.316227766,0.6691551353,0.3768288736,3.1622776602,0.4,0.1,0.1,3,3,8,3,11,2,6,3,2,1,5,0,0,1,1,0,0,0
1205,1205,1205,1205,1205,1,1,1,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.6,0.1,-1.0,11,1,-1,2,-1,11,1,1,2,1,14,0,0.3741657387,0.8025527454000001,0.4286023798,3.1622776602,0.5,0.3,0.2,2,1,7,3,11,2,5,5,2,2,7,0,0,1,1,0,0,0
1206,1206,1206,1206,1206,0,1,6,0,0,0,1,0,0,0,1,1,0,2,0,0,0,1,0.9,0.4,0.66473679,5,1,0,0,0,0,1,1,2,1,88,3,0.4,0.6772269661,0.3289376841,2.4494897428,0.6,0.7,0.7,1,3,7,1,9,2,9,5,3,3,10,0,1,1,0,1,0,0
1207,1207,1207,1207,1207,1,1,2,1,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0.9,0.2,0.485412196,6,1,-1,0,1,11,1,1,0,1,16,3,0.4242640687,0.65511339,0.3905124838,2.4494897428,0.1,0.6,0.5,4,1,5,4,7,3,7,6,3,1,4,0,1,0,0,1,1,0
1208,1208,1208,1208,1208,1,2,2,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.6,0.2,0.5733672471,7,1,-1,0,-1,1,1,1,2,1,38,1,0.316227766,0.6687999614,0.3598610843,3.4641016151,0.5,0.6,0.9,4,2,6,1,8,0,7,1,0,3,6,0,1,0,1,0,1,0
1209,1209,1209,1209,1209,1,1,3,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.5,0.4,0.6800735254000001,7,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.6222293962,0.3583294573,3.0,0.2,0.6,0.1,2,1,9,3,9,3,10,3,1,3,2,0,0,1,1,1,1,0
1210,1210,1210,1210,1210,1,1,2,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.9,1.0,-1.0,3,1,0,0,0,11,1,1,2,1,99,2,0.316227766,0.6447819799,0.3033150178,3.0,0.6,0.1,0.4,3,3,5,4,9,2,2,6,0,5,2,0,0,1,0,1,1,0
1211,1211,1211,1211,1211,0,2,1,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.8,0.6,0.7762087348000001,6,1,-1,0,1,11,1,1,0,1,103,1,0.316227766,0.5923409225999999,0.3583294573,3.0,0.4,0.1,0.9,1,2,10,2,8,1,5,2,2,3,6,0,1,0,0,0,0,0
1212,1212,1212,1212,1212,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.4,1.6276900811,10,1,-1,0,1,1,1,1,0,1,38,2,0.316227766,0.72164012,0.3598610843,3.4641016151,0.8,0.3,0.3,2,1,9,2,9,3,14,4,0,3,7,1,0,1,0,1,0,0
1213,1213,1213,1213,1213,5,1,7,0,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.8,1.2,1.3930631716,11,0,1,9,1,17,-1,0,1,1,104,3,0.5477225575,2.1293404869,-1.0,3.6055512755,0.0,0.9,0.7,3,4,9,2,10,2,9,2,1,3,6,0,1,1,0,0,0,0
1214,1214,1214,1214,1214,0,1,6,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.6,0.9,1.0316855141,10,1,-1,1,0,1,1,0,0,1,35,0,0.3741657387,0.9613931867,0.3535533906,3.6055512755,0.5,0.1,0.9,1,0,8,2,7,3,13,9,1,2,4,0,0,1,0,1,0,0
1215,1215,1215,1215,1215,0,1,7,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.6,1.3,1.5266384641,7,0,-1,9,-1,0,1,1,2,1,104,3,0.4472135954999999,1.4438241234,0.4567274899,3.4641016151,0.2,0.9,0.5,4,3,7,3,10,2,11,9,1,3,12,0,1,0,0,0,0,0
1216,1216,1216,1216,1216,0,2,3,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.9,0.4,0.7636262175,11,0,-1,0,-1,10,1,1,2,1,28,3,0.3872983346,0.9875254992,0.3820994635,3.3166247904,0.5,0.9,0.9,2,2,9,5,9,1,12,5,0,2,3,0,1,0,1,0,0,0
1217,1217,1217,1217,1217,0,1,4,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.1,0.2,-1.0,7,1,0,0,1,11,1,1,2,1,99,2,0.3155946768,0.5342214541,0.305777697,1.4142135624,0.3,0.0,0.6,2,2,9,4,10,4,8,7,1,1,9,0,1,0,1,0,1,0
1218,1218,1218,1218,1218,0,3,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.3,-1.0,3,1,-1,0,-1,1,1,1,2,1,64,3,0.316227766,0.6606877207999999,0.3619392214,3.1622776602,0.8,0.0,0.6,1,1,8,3,9,2,10,9,1,0,8,0,0,0,1,0,0,0
1219,1219,1219,1219,1219,2,1,5,1,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.9,0.4,0.7984359711,11,1,-1,0,-1,11,1,1,2,1,57,2,0.4242640687,0.6580242152,0.3924283374,2.6457513111,0.0,0.1,0.4,3,2,5,3,8,3,8,5,1,2,10,0,1,0,1,0,0,0
1220,1220,1220,1220,1220,1,1,7,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0.7,0.2,0.5656854249000001,7,1,-1,0,-1,1,1,1,2,1,65,1,0.316227766,0.5232803398,0.3507135583,2.4494897428,0.9,0.9,0.0,3,2,7,2,11,4,4,6,2,5,11,0,0,0,1,1,0,0
1221,1221,1221,1221,1221,1,1,5,0,4,1,0,0,0,0,0,0,0,0,10,1,0,0,0.8,0.2,0.5244044241,7,1,-1,0,-1,1,1,1,2,1,64,3,0.316227766,0.6885125901000001,0.3619392214,3.4641016151,0.9,0.3,0.6,2,2,7,4,10,2,10,7,0,3,6,0,0,1,0,0,0,0
1222,1222,1222,1222,1222,1,1,6,0,6,0,1,0,0,0,0,0,0,0,6,0,1,0,0.7,0.4,0.5662375826,7,1,1,0,0,1,1,1,2,1,25,3,0.3741657387,0.7945059279000001,-1.0,3.6055512755,0.0,0.4,0.1,2,2,8,1,11,2,10,5,3,4,7,0,0,0,1,0,0,0
1223,1223,1223,1223,1223,2,2,1,1,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,1.3,1.2764697411,11,1,-1,0,-1,11,1,1,2,1,16,3,0.3741657387,0.6987296620000001,0.3887158345,3.1622776602,0.9,0.7,0.8,2,1,9,5,11,3,9,4,0,0,5,0,0,1,0,1,1,0
1224,1224,1224,1224,1224,0,2,1,1,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.7,0.2,0.5477225575,0,1,-1,0,1,11,1,1,0,1,103,1,0.316227766,0.5740245049,0.3583294573,2.6457513111,0.0,0.9,0.2,1,2,7,2,9,2,8,4,0,6,5,0,1,1,0,1,0,0
1225,1225,1225,1225,1225,2,1,5,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.4,0.0,0.7267220927,4,1,-1,0,0,14,1,0,0,1,49,3,0.4,0.8358694192,0.3685105154999999,3.6055512755,0.7,0.1,0.5,3,1,6,5,9,2,7,7,0,4,10,1,0,0,1,1,0,0
1226,1226,1226,1226,1226,0,1,6,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.4,0.0,0.7611668674,11,1,1,0,0,0,1,0,2,1,34,2,0.4,0.9782025175,0.3144837039,3.7416573868,0.0,0.0,0.5,1,1,9,4,10,3,7,4,1,4,11,0,1,0,0,1,0,0
1227,1227,1227,1227,1227,2,2,2,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.7,1.0,1.5453559461000002,7,1,-1,2,-1,11,1,1,2,1,94,0,0.3741657387,0.7907653997,0.4301162634,3.6055512755,0.2,0.5,0.9,3,2,8,1,7,2,10,8,2,3,5,0,0,1,0,0,1,0
1228,1228,1228,1228,1228,1,1,5,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,0.9,1.9677080576,11,0,-1,0,-1,1,1,1,1,1,25,3,0.4,0.8767426566,-1.0,3.6055512755,0.6,0.4,0.5,2,0,7,2,8,2,12,2,4,6,10,0,1,1,1,0,0,0
1229,1229,1229,1229,1229,1,3,5,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0.9,0.3,0.775403121,11,1,1,0,0,1,1,1,1,1,70,3,0.4,0.8539044984999999,0.3420526275,3.4641016151,0.6,0.2,0.5,1,3,7,4,10,3,8,5,2,1,7,0,1,1,0,0,0,0
1230,1230,1230,1230,1230,4,1,8,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.8,0.2,0.5857687257,10,1,-1,2,0,1,0,1,4,1,90,0,0.3741657387,0.7749300155,0.4196427052,3.6055512755,0.8,0.2,0.1,2,3,7,4,12,2,7,5,4,5,12,1,0,0,0,0,0,0
1231,1231,1231,1231,1231,1,3,4,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.2,0.3,-1.0,4,1,-1,0,1,0,1,1,0,1,87,3,0.316227766,0.7368404741,0.3615245497,3.4641016151,0.0,0.9,0.2,1,1,8,3,10,1,2,1,2,3,8,1,0,0,0,0,0,0
1232,1232,1232,1232,1232,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.9,0.3,0.4703721931,6,1,-1,1,1,12,1,1,0,1,104,2,0.3741657387,0.7511973913,0.3987480407,3.4641016151,0.3,0.0,0.0,2,3,8,5,10,3,10,3,2,1,6,0,0,1,0,0,0,0
1233,1233,1233,1233,1233,2,3,6,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.4,0.0,0.4293891009,10,1,-1,0,1,10,1,1,0,1,83,2,0.4242640687,1.1182187725,0.4009987531,3.4641016151,0.0,0.8,0.0,1,1,7,3,10,3,11,9,2,3,7,0,0,1,0,1,0,0
1234,1234,1234,1234,1234,2,1,1,0,4,0,0,1,0,0,0,0,0,0,8,1,0,0,0.3,0.3,-1.0,4,1,-1,0,-1,14,0,1,2,1,29,3,0.4,0.9393817204,0.3984971768999999,3.4641016151,0.7,0.4,0.3,2,1,6,3,11,1,11,5,1,3,6,0,1,0,0,1,1,0
1235,1235,1235,1235,1235,1,2,2,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.4,0.0,0.8154753215,7,1,0,0,0,11,1,1,3,1,103,1,0.316227766,0.5783275974000001,0.2887905816,2.8284271247,0.3,0.7,0.9,3,2,8,4,9,2,6,4,2,1,11,0,0,1,0,0,0,0
1236,1236,1236,1236,1236,0,1,7,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,0.7,0.4,0.662382065,7,1,-1,0,-1,11,1,1,2,1,67,2,0.3741657387,0.6450542933,0.3666060556,2.8284271247,0.8,0.5,0.4,2,1,6,2,9,1,8,5,2,6,8,0,1,1,0,0,0,0
1237,1237,1237,1237,1237,1,1,9,0,3,0,1,0,0,0,0,0,0,0,10,0,0,0,0.2,0.3,-1.0,7,1,-1,0,-1,0,1,1,0,1,39,3,0.3160696126,0.6639009435000001,0.3744329045,2.8284271247,0.2,0.0,0.6,2,2,6,3,10,2,5,10,1,3,9,0,1,1,0,0,0,0
1238,1238,1238,1238,1238,1,1,3,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.5,0.8,1.1874342087,11,1,-1,1,-1,6,1,1,2,1,104,3,0.4,1.2662579085,0.4004996879,3.4641016151,0.2,0.3,0.7,1,2,9,1,12,4,9,3,1,6,2,0,1,1,0,0,0,0
1239,1239,1239,1239,1239,1,2,2,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.5,0.6571719714,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.6207832962,0.3685105154999999,2.8284271247,0.8,0.0,0.0,2,2,8,4,11,3,10,3,3,0,12,0,1,0,1,0,0,0
1240,1240,1240,1240,1240,1,2,0,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.8,0.7,0.8714212529,7,1,-1,0,-1,1,1,1,2,1,65,1,0.3152776553999999,0.4921281161,0.3521363372,2.0,0.3,0.5,0.4,2,1,8,3,10,2,9,7,1,2,6,0,1,1,0,1,0,0
1241,1241,1241,1241,1241,2,1,4,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.2,0.2,-1.0,11,1,-1,0,-1,0,1,1,2,0,39,1,0.3160696126,0.6425671653,0.3744329045,2.8284271247,0.6,0.4,0.4,2,0,8,2,9,3,9,5,2,4,8,0,1,0,1,0,0,0
1242,1242,1242,1242,1242,6,1,9,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0.4,0.0,0.8359126749,9,0,0,9,0,1,1,1,2,1,104,3,0.4898979486,1.2552945721,-1.0,3.4641016151,0.0,0.6,0.1,1,3,7,4,11,1,10,6,1,3,8,0,1,0,1,1,0,0
1243,1243,1243,1243,1243,6,2,3,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.3,0.0,0.7802243267,4,1,-1,0,1,11,1,1,0,1,103,2,0.316227766,0.6938335237000001,0.3583294573,3.4641016151,0.6,0.7,0.4,1,2,7,3,5,5,8,6,2,7,11,0,1,1,1,0,0,0
1244,1244,1244,1244,1244,1,2,8,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,0.3,0.7318640584,10,0,-1,9,1,15,1,1,0,1,41,2,0.5477225575,1.370166184,0.5329165038,3.0,0.6,0.4,0.2,4,0,10,3,10,2,2,3,1,3,14,0,1,1,1,0,0,0
1245,1245,1245,1245,1245,4,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.4,0.0,0.5431390246,10,1,-1,0,1,11,1,1,0,1,99,2,0.316227766,0.596390659,0.3687817783,2.8284271247,0.0,0.2,0.9,1,3,9,3,12,2,7,7,2,1,5,0,0,1,0,0,0,0
1246,1246,1246,1246,1246,1,1,6,1,4,0,0,0,1,0,0,0,0,0,10,0,0,0,0.4,0.5,0.945714016,6,1,-1,0,1,1,1,1,0,1,38,2,0.316227766,0.710240909,0.3598610843,3.4641016151,0.0,0.9,0.2,3,1,7,3,7,3,3,4,1,4,6,0,1,1,0,0,0,0
1247,1247,1247,1247,1247,1,1,6,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0.1,0.2,-1.0,9,1,1,2,1,11,1,1,2,1,94,0,0.3741657387,0.7796216501000001,0.3304542328,3.4641016151,0.8,0.9,0.3,4,2,9,2,9,2,9,6,1,3,12,0,1,1,1,1,0,0
1248,1248,1248,1248,1248,4,1,4,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.7,0.8,1.7658213386,8,0,-1,0,0,10,1,1,0,1,28,3,0.3741657387,0.8971373205,0.3820994635,3.1622776602,0.6,0.9,0.9,2,1,9,6,12,3,10,3,2,3,7,0,0,1,0,1,0,0
1249,1249,1249,1249,1249,5,1,5,0,3,1,0,0,0,0,0,0,0,0,8,1,0,0,0.6,0.3,0.6204836823,11,1,1,0,1,4,1,1,2,1,84,3,0.316227766,0.8155867938,0.3201562119,3.6055512755,0.8,0.7,0.6,3,1,9,3,8,4,6,6,2,2,5,0,1,1,0,0,0,0
1250,1250,1250,1250,1250,2,1,3,1,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.2,0.2,-1.0,11,1,-1,0,-1,11,1,1,2,1,67,2,0.3741657387,0.6804713970999999,0.3666060556,3.1622776602,0.9,0.7,0.1,2,2,8,6,11,4,7,4,4,3,9,0,0,1,1,1,0,0
1251,1251,1251,1251,1251,1,1,2,0,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.6,0.7,0.6977642868,11,1,0,0,0,1,1,1,2,1,64,3,0.316227766,0.7008259590000001,0.31144823,3.3166247904,0.3,0.1,0.2,3,3,7,4,9,1,4,1,1,5,7,0,0,0,0,1,0,0
1252,1252,1252,1252,1252,0,1,3,1,5,1,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,-1.0,11,1,-1,0,-1,15,1,0,2,1,63,2,0.3872983346,0.8999885215000001,-1.0,3.6055512755,0.6,0.5,0.7,3,1,8,1,9,3,6,3,2,2,9,0,1,1,1,0,0,0
1253,1253,1253,1253,1253,1,2,3,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.7,1.1,1.364276365,6,1,-1,0,-1,1,1,1,2,1,74,3,0.3741657387,0.7932436808,0.3716180835,3.6055512755,0.9,0.8,0.3,4,0,6,4,10,2,9,6,2,1,10,0,1,1,1,1,0,0
1254,1254,1254,1254,1254,0,1,1,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.3,0.0,-1.0,11,0,-1,0,-1,14,1,0,2,1,72,3,0.4472135954999999,1.2734575827,0.4093897897999999,3.6055512755,0.2,0.4,0.1,2,2,9,1,10,5,4,9,0,3,6,0,1,0,1,0,0,0
1255,1255,1255,1255,1255,4,1,7,0,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0.3,0.0,-1.0,6,1,-1,2,0,1,1,0,0,1,90,0,0.4242640687,0.9965747122,0.4189272013,3.6055512755,0.6,0.0,0.2,2,3,8,3,4,1,5,5,0,3,5,0,0,0,0,0,0,0
1256,1256,1256,1256,1256,1,1,3,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,-1.0,9,1,0,0,1,11,1,1,2,1,11,2,0.316227766,0.6830594761,0.3033150178,3.3166247904,0.7,0.0,0.1,1,1,10,2,6,3,5,8,1,3,6,1,1,0,0,0,0,0
1257,1257,1257,1257,1257,1,1,9,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.3,0.0,-1.0,6,1,-1,2,1,0,1,1,0,1,104,0,0.4242640687,0.5708301914,0.4086563347999999,1.0,0.0,0.4,0.8,1,2,9,4,10,2,2,4,1,3,6,0,0,1,0,0,0,0
1258,1258,1258,1258,1258,0,2,1,1,1,0,0,0,1,0,1,0,0,1,5,0,0,1,0.9,0.9,1.2915591353,11,1,0,0,0,4,1,1,2,1,48,3,0.316227766,0.6136363636,0.3201562119,3.0,0.8,0.8,0.3,1,4,7,2,8,1,11,3,1,3,8,0,1,1,1,0,0,0
1259,1259,1259,1259,1259,0,1,1,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.7,0.2,0.6098155459000001,11,1,-1,0,-1,0,1,1,2,1,88,3,0.4,0.8362648162999999,0.3974921382999999,3.1622776602,0.8,0.8,0.9,2,1,8,5,10,3,8,5,3,7,9,0,1,0,0,1,0,0
1260,1260,1260,1260,1260,0,1,2,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.3,0.0,0.485412196,6,0,-1,0,0,7,1,1,0,1,104,2,0.4472135954999999,0.8331707829999999,0.4254409477,2.8284271247,0.5,0.5,0.2,3,2,7,5,9,2,8,2,3,4,9,0,1,0,1,0,0,0
1261,1261,1261,1261,1261,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0.9,0.4,0.7770135134,7,1,-1,0,-1,11,1,1,2,1,104,3,0.4472135954999999,0.7891045244,0.4246174749,2.8284271247,0.7,0.2,0.6,2,3,8,3,8,0,12,6,1,1,10,0,1,1,0,1,0,0
1262,1262,1262,1262,1262,2,1,3,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.7,0.3,0.7591113225,6,1,-1,0,1,14,1,1,0,1,68,3,0.4,0.7444422173,0.4074309757,2.6457513111,0.4,0.5,0.1,2,2,6,1,9,1,6,8,2,1,6,0,1,1,1,0,0,0
1263,1263,1263,1263,1263,0,1,6,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.7,1.0304731923,7,1,-1,2,-1,11,1,1,2,1,94,0,0.3741657387,0.7875582098,0.4301162634,3.6055512755,0.6,0.5,0.2,2,1,10,6,9,3,8,3,1,1,12,0,1,0,0,1,0,1
1264,1264,1264,1264,1264,3,1,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.8,0.9,1.23009146,10,1,-1,0,1,0,1,1,0,1,104,3,0.4242640687,0.7096734204,0.3861346914999999,2.4494897428,0.0,0.9,0.7,3,2,7,1,9,3,11,6,0,4,15,0,1,0,0,0,0,0
1265,1265,1265,1265,1265,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9,0.5,1.0712142643,11,1,-1,0,-1,11,1,0,2,1,2,3,0.4242640687,0.9751774579,0.3466987165,3.6055512755,0.8,0.9,0.2,1,3,9,2,9,0,17,4,1,3,13,0,0,1,1,0,0,0
1266,1266,1266,1266,1266,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,1.6,1.7707696066999998,3,1,-1,0,-1,7,1,1,2,1,92,3,0.3741657387,0.7072382558,0.3926830783,3.0,0.4,0.7,0.9,1,2,9,6,9,4,7,5,2,2,5,1,1,0,1,0,0,0
1267,1267,1267,1267,1267,1,1,4,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0.7,0.6,1.3183796873,11,1,-1,0,-1,1,1,1,2,1,10,2,0.316227766,0.6402962899,0.3768288736,2.8284271247,0.8,0.9,0.8,2,4,7,2,9,1,5,5,3,1,4,0,1,0,0,1,0,0
1268,1268,1268,1268,1268,1,1,4,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0.4,0.3,-1.0,11,0,-1,0,-1,11,1,0,2,1,3,2,0.4242640687,1.2779761893,0.4349712634,3.6055512755,0.7,0.1,0.9,3,0,9,3,11,2,6,8,0,3,7,0,1,0,1,0,0,0
1269,1269,1269,1269,1269,2,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.9,0.0,1.5114149,11,1,-1,0,-1,7,1,1,2,1,92,3,0.3741657387,0.8133732434000001,0.3926830783,3.4641016151,0.9,0.3,0.4,3,5,8,3,10,2,11,7,2,5,3,0,1,0,0,0,0,0
1270,1270,1270,1270,1270,1,1,5,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.4,0.0,0.5595757321,6,1,-1,0,0,0,1,1,0,1,39,1,0.316227766,0.6815757145,0.3794733192,2.8284271247,0.4,0.8,0.7,2,1,10,3,9,2,3,3,1,2,8,0,1,1,1,0,0,0
1271,1271,1271,1271,1271,0,1,7,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.5,0.9490126448,11,1,-1,0,-1,1,1,1,0,1,65,3,0.316227766,0.6315565187,0.3507135583,3.3166247904,0.3,0.0,0.9,0,2,5,2,6,3,8,9,1,2,11,0,0,1,0,1,0,0
1272,1272,1272,1272,1272,5,1,7,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0.7,0.6,1.3670223114,9,0,1,0,0,10,0,0,1,1,55,2,0.4472135954999999,1.2156945435,0.359722115,3.7416573868,0.9,0.0,0.5,4,3,7,1,12,2,12,7,1,2,5,1,0,0,0,0,0,0
1273,1273,1273,1273,1273,3,2,3,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.7,0.9,1.4413535305,7,1,-1,0,-1,11,1,1,3,1,16,3,0.3741657387,0.6804531790999999,0.3887158345,2.8284271247,0.9,0.7,0.8,2,1,6,2,9,2,11,7,3,2,6,0,1,0,0,1,1,0
1274,1274,1274,1274,1274,4,1,9,0,0,0,0,1,0,0,0,0,0,0,13,0,1,0,0.9,0.8,1.2244896896,0,0,-1,0,0,14,1,1,0,1,68,3,0.4472135954999999,0.9166053072,0.4269660408,3.3166247904,0.1,0.7,0.9,5,2,6,2,6,4,10,4,0,4,12,0,1,1,0,0,1,0
