,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption
2617,2617,2617,2617,2617,2617,2617,2617,3679,16.97,47.45,0.086,550.4,111.1,35993.92405
2618,2618,2618,2618,2618,2618,2618,2618,3680,17.2,46.71,0.09,552.3,37.12,36024.3038
2619,2619,2619,2619,2619,2619,2619,2619,3681,17.33,45.88,0.085,551.8,37.4,36103.29114
2620,2620,2620,2620,2620,2620,2620,2620,3682,17.36,46.01,0.09,549.6,37.63,35963.5443
2621,2621,2621,2621,2621,2621,2621,2621,3683,17.53,46.71,0.087,545.0,37.36,35927.08861
2622,2622,2622,2622,2622,2622,2622,2622,3684,17.78,45.81,0.09,539.7,37.69,35605.06329
2623,2623,2623,2623,2623,2623,2623,2623,3685,17.81,44.94,0.086,531.7,37.41,35368.10127
2624,2624,2624,2624,2624,2624,2624,2624,3686,18.11,46.08,0.084,524.3,37.42,35252.65823
2625,2625,2625,2625,2625,2625,2625,2625,3687,18.2,45.38,0.09,513.1,37.47,35283.03797
2626,2626,2626,2626,2626,2626,2626,2626,3688,18.28,44.07,0.085,502.1,37.43,35453.16456
2627,2627,2627,2627,2627,2627,2627,2627,3689,18.39,43.57,0.087,487.7,37.51,35270.88608
2628,2628,2628,2628,2628,2628,2628,2628,3690,18.37,43.61,0.086,472.9,37.73,35556.4557
2629,2629,2629,2629,2629,2629,2629,2629,3691,18.55,44.67,0.082,457.0,37.34,35368.10127
2630,2630,2630,2630,2630,2630,2630,2630,3692,18.52,43.84,0.082,439.7,36.45,34997.46835
2631,2631,2631,2631,2631,2631,2631,2631,3693,18.63,44.41,0.082,420.8,36.1,35118.98734
2632,2632,2632,2632,2632,2632,2632,2632,3694,18.69,43.37,0.086,402.1,35.4,35143.29114
2633,2633,2633,2633,2633,2633,2633,2633,3695,18.72,43.17,0.083,381.0,35.2,35125.06329
2634,2634,2634,2634,2634,2634,2634,2634,3696,18.62,43.71,0.088,359.8,35.16,35283.03797
2635,2635,2635,2635,2635,2635,2635,2635,3697,18.77,42.44,0.086,335.8,38.5,35325.56962
2636,2636,2636,2636,2636,2636,2636,2636,3698,18.66,44.41,0.085,309.7,53.12,35817.72152
2637,2637,2637,2637,2637,2637,2637,2637,3699,17.7,45.24,0.075,281.1,93.6,35447.08861
2638,2638,2638,2638,2638,2638,2638,2638,3700,17.25,45.94,0.079,253.9,162.8,35459.24051
2639,2639,2639,2639,2639,2639,2639,2639,3701,17.09,45.41,0.076,228.6,215.3,35720.50633
2640,2640,2640,2640,2640,2640,2640,2640,3702,17.01,45.17,0.077,202.7,227.0,35896.70886
2641,2641,2641,2641,2641,2641,2641,2641,3703,16.82,47.24,0.077,177.7,209.5,36431.39241
2642,2642,2642,2642,2642,2642,2642,2642,3704,16.77,48.17,0.077,152.2,184.4,37209.11392
2643,2643,2643,2643,2643,2643,2643,2643,3705,16.81,49.87,0.08,127.6,157.1,38406.07595
2644,2644,2644,2644,2644,2644,2644,2644,3706,16.77,51.58,0.079,104.5,130.4,40095.18987
2645,2645,2645,2645,2645,2645,2645,2645,3707,16.71,51.84,0.082,82.5,103.4,42756.4557
2646,2646,2646,2646,2646,2646,2646,2646,3708,16.59,52.37,0.084,61.48,77.9,44609.62025
2647,2647,2647,2647,2647,2647,2647,2647,3709,15.8,54.44,0.087,41.21,52.63,46055.6962
2648,2648,2648,2648,2648,2648,2648,2648,3710,15.16,56.14,0.087,16.05,17.86,45879.49367
2649,2649,2649,2649,2649,2649,2649,2649,3711,14.7,57.24,0.088,7.36,7.45,45818.73418
2650,2650,2650,2650,2650,2650,2650,2650,3712,14.28,58.58,0.085,3.609,3.731,45435.94937
2651,2651,2651,2651,2651,2651,2651,2651,3713,14.02,59.31,0.082,1.164,1.246,45369.11392
2652,2652,2652,2652,2652,2652,2652,2652,3714,13.63,60.81,0.075,0.223,0.226,45302.27848
2653,2653,2653,2653,2653,2653,2653,2653,3715,13.41,61.58,0.083,0.04,0.167,45782.27848
2654,2654,2654,2654,2654,2654,2654,2654,3716,13.17,63.22,0.076,0.037,0.137,45672.91139
2655,2655,2655,2655,2655,2655,2655,2655,3717,13.17,63.32,0.078,0.029,0.104,45235.44304
2656,2656,2656,2656,2656,2656,2656,2656,3718,12.46,64.72,0.075,0.051,0.082,44773.67089
2657,2657,2657,2657,2657,2657,2657,2657,3719,12.16,66.42,0.072,0.059,0.085,44749.36709
2658,2658,2658,2658,2658,2658,2658,2658,3606,8.13,79.3,0.085,0.044,0.148,26059.74684
2659,2659,2659,2659,2659,2659,2659,2659,3607,7.91,79.8,0.091,0.044,0.13,25488.60759
2660,2660,2660,2660,2660,2660,2660,2660,3608,8.06,79.7,0.084,0.081,0.111,25154.43038
2661,2661,2661,2661,2661,2661,2661,2661,3609,8.09,77.2,0.083,0.07,0.126,24777.72152
2662,2662,2662,2662,2662,2662,2662,2662,3610,8.03,78.0,0.083,0.059,0.137,24558.98734
2663,2663,2663,2663,2663,2663,2663,2663,3611,7.66,79.5,0.086,0.044,0.115,23993.92405
2664,2664,2664,2664,2664,2664,2664,2664,3720,12.52,69.03,0.077,0.044,0.122,44743.29114
2665,2665,2665,2665,2665,2665,2665,2665,3721,11.98,68.46,0.073,0.029,0.096,45369.11392
2666,2666,2666,2666,2666,2666,2666,2666,3722,11.56,71.1,0.082,0.062,0.108,45381.26582
2667,2667,2667,2667,2667,2667,2667,2667,3723,12.6,73.0,0.087,0.055,0.1,45277.97468
2668,2668,2668,2668,2668,2668,2668,2668,3724,13.09,73.7,0.084,0.037,0.137,45053.16456
2669,2669,2669,2669,2669,2669,2669,2669,3725,13.32,73.7,0.088,0.037,0.1,44190.37975
2670,2670,2670,2670,2670,2670,2670,2670,3726,13.13,75.4,0.088,0.062,0.119,43983.79747
2671,2671,2671,2671,2671,2671,2671,2671,3727,12.76,76.4,0.089,0.062,0.13,43339.74684
2672,2672,2672,2672,2672,2672,2672,2672,3728,12.35,76.8,0.09,0.062,0.119,42568.10127
2673,2673,2673,2673,2673,2673,2673,2673,3729,12.0,77.0,0.087,0.048,0.185,42240.0
2674,2674,2674,2674,2674,2674,2674,2674,3730,11.68,77.1,0.088,0.044,0.182,41681.01266
2675,2675,2675,2675,2675,2675,2675,2675,3731,11.38,78.5,0.088,0.055,0.122,40909.36709
2676,2676,2676,2676,2676,2676,2676,2676,3732,11.21,79.9,0.087,0.044,0.152,40101.26582
2677,2677,2677,2677,2677,2677,2677,2677,3733,11.04,80.0,0.088,0.077,0.126,39700.25316
2678,2678,2678,2678,2678,2678,2678,2678,3734,10.76,80.5,0.086,0.037,0.156,39451.13924
2679,2679,2679,2679,2679,2679,2679,2679,3735,10.62,80.9,0.087,0.077,0.1,38242.02532
2680,2680,2680,2680,2680,2680,2680,2680,3736,10.66,81.1,0.087,0.044,0.145,37433.92405
2681,2681,2681,2681,2681,2681,2681,2681,3737,10.46,80.8,0.087,0.07,0.096,36808.10127
2682,2682,2682,2682,2682,2682,2682,2682,3738,10.38,81.5,0.09,0.048,0.178,35914.93671
2683,2683,2683,2683,2683,2683,2683,2683,3739,10.58,82.1,0.083,0.062,0.148,35058.22785
2684,2684,2684,2684,2684,2684,2684,2684,3740,10.53,81.8,0.086,0.091,0.096,34116.4557
2685,2685,2685,2685,2685,2685,2685,2685,3741,10.52,81.9,0.089,0.048,0.185,33138.22785
2686,2686,2686,2686,2686,2686,2686,2686,3742,10.06,83.3,0.086,0.048,0.163,32160.0
2687,2687,2687,2687,2687,2687,2687,2687,3743,9.81,84.1,0.084,0.062,0.167,31218.22785
2688,2688,2688,2688,2688,2688,2688,2688,3612,7.55,79.7,0.086,0.062,0.122,23702.27848
2689,2689,2689,2689,2689,2689,2689,2689,3613,7.63,76.9,0.088,0.066,0.13,23222.27848
2690,2690,2690,2690,2690,2690,2690,2690,3614,7.8,76.5,0.086,0.081,0.111,23197.97468
2691,2691,2691,2691,2691,2691,2691,2691,3615,7.78,76.7,0.088,0.055,0.096,23149.36709
2692,2692,2692,2692,2692,2692,2692,2692,3616,7.73,76.6,0.085,0.073,0.104,23064.3038
2693,2693,2693,2693,2693,2693,2693,2693,3617,7.36,78.1,0.085,0.062,0.141,22888.10127
2694,2694,2694,2694,2694,2694,2694,2694,3618,7.26,78.5,0.084,0.073,0.085,22809.11392
2695,2695,2695,2695,2695,2695,2695,2695,3619,7.25,77.2,0.087,0.099,0.104,22724.05063
2696,2696,2696,2696,2696,2696,2696,2696,3620,7.06,79.9,0.082,0.055,0.115,22620.75949
2697,2697,2697,2697,2697,2697,2697,2697,3621,7.77,80.0,0.085,0.077,0.104,22517.46835
2698,2698,2698,2698,2698,2698,2698,2698,3622,7.3,75.0,0.087,0.07,0.082,22031.39241
2699,2699,2699,2699,2699,2699,2699,2699,3623,7.02,77.7,0.082,0.051,0.115,22165.06329
2700,2700,2700,2700,2700,2700,2700,2700,3624,7.45,76.9,0.084,0.066,0.126,22086.07595
2701,2701,2701,2701,2701,2701,2701,2701,3625,7.26,77.1,0.085,0.062,0.115,22061.77215
2702,2702,2702,2702,2702,2702,2702,2702,3626,7.14,78.9,0.086,0.07,0.171,21867.34177
2703,2703,2703,2703,2703,2703,2703,2703,3627,7.16,77.9,0.087,0.07,0.126,21909.87342
2704,2704,2704,2704,2704,2704,2704,2704,3628,7.17,77.3,0.088,0.066,0.148,22329.11392
2705,2705,2705,2705,2705,2705,2705,2705,3629,7.25,77.0,0.085,0.073,0.104,22450.63291
2706,2706,2706,2706,2706,2706,2706,2706,3630,6.865,77.3,0.082,0.066,0.167,22778.73418
2707,2707,2707,2707,2707,2707,2707,2707,3631,6.94,77.0,0.082,0.051,0.163,22900.25316
2708,2708,2708,2708,2708,2708,2708,2708,3632,7.27,74.6,0.082,0.07,0.085,23082.53165
2709,2709,2709,2709,2709,2709,2709,2709,3633,6.886,78.1,0.085,0.066,0.089,23331.64557
2710,2710,2710,2710,2710,2710,2710,2710,3634,6.518,80.9,0.082,0.062,0.126,23592.91139
2711,2711,2711,2711,2711,2711,2711,2711,3635,6.533,81.6,0.083,0.062,0.13,24595.44304
2712,2712,2712,2712,2712,2712,2712,2712,3636,6.551,82.7,0.084,0.059,0.13,25038.98734
2713,2713,2713,2713,2713,2713,2713,2713,3637,6.539,82.8,0.087,0.073,0.137,25415.6962
2714,2714,2714,2714,2714,2714,2714,2714,3638,6.475,82.4,0.091,0.062,0.148,25014.68354
2715,2715,2715,2715,2715,2715,2715,2715,3639,6.492,82.5,0.086,0.073,0.134,25282.02532
2716,2716,2716,2716,2716,2716,2716,2716,3640,6.383,83.5,0.087,0.088,0.096,25415.6962
2717,2717,2717,2717,2717,2717,2717,2717,3641,6.355,83.8,0.085,0.088,0.111,25008.60759
2718,2718,2718,2718,2718,2718,2718,2718,3642,6.517,81.5,0.082,0.04,0.167,24224.81013
2719,2719,2719,2719,2719,2719,2719,2719,3643,6.468,80.3,0.088,0.048,0.122,23787.34177
2720,2720,2720,2720,2720,2720,2720,2720,3644,6.461,77.5,0.086,0.077,0.119,23422.78481
2721,2721,2721,2721,2721,2721,2721,2721,3645,6.444,76.2,0.084,0.059,0.096,23520.0
2722,2722,2722,2722,2722,2722,2722,2722,3646,6.374,75.5,0.087,0.051,0.159,23659.74684
2723,2723,2723,2723,2723,2723,2723,2723,3647,6.36,77.4,0.084,0.088,0.134,23562.53165
2724,2724,2724,2724,2724,2724,2724,2724,3648,6.139,79.5,0.086,0.315,0.363,23927.08861
2725,2725,2725,2725,2725,2725,2725,2725,3649,5.957,79.3,0.086,1.673,1.662,24698.73418
2726,2726,2726,2726,2726,2726,2726,2726,3650,5.966,82.2,0.087,4.633,4.584,25403.5443
2727,2727,2727,2727,2727,2727,2727,2727,3651,6.236,83.0,0.087,8.68,8.51,25853.16456
2728,2728,2728,2728,2728,2728,2728,2728,3652,6.0,82.6,0.087,35.06,33.17,26211.64557
2729,2729,2729,2729,2729,2729,2729,2729,3653,6.086,82.6,0.084,66.49,64.22,26904.3038
2730,2730,2730,2730,2730,2730,2730,2730,3654,6.164,82.4,0.088,91.5,89.9,28241.01266
2731,2731,2731,2731,2731,2731,2731,2731,3655,6.297,80.8,0.09,117.1,116.4,29000.50633
2732,2732,2732,2732,2732,2732,2732,2732,3656,6.29,79.5,0.084,143.0,143.1,29535.18987
2733,2733,2733,2733,2733,2733,2733,2733,3657,6.511,80.0,0.086,169.4,170.6,29960.50633
2734,2734,2734,2734,2734,2734,2734,2734,3658,6.709,80.7,0.086,198.0,200.7,30598.48101
2735,2735,2735,2735,2735,2735,2735,2735,3659,6.826,81.1,0.084,224.6,229.1,30537.72152
2736,2736,2736,2736,2736,2736,2736,2736,3744,9.42,83.8,0.08,0.059,0.159,30325.06329
2737,2737,2737,2737,2737,2737,2737,2737,3745,9.33,83.9,0.086,0.077,0.1,29419.74684
2738,2738,2738,2738,2738,2738,2738,2738,3746,9.48,84.0,0.087,0.044,0.167,28666.32911
2739,2739,2739,2739,2739,2739,2739,2739,3747,9.45,83.3,0.087,0.051,0.148,28064.81013
2740,2740,2740,2740,2740,2740,2740,2740,3748,9.63,83.3,0.093,0.048,0.122,27378.22785
2741,2741,2741,2741,2741,2741,2741,2741,3749,9.44,83.8,0.091,0.073,0.156,26588.35443
2742,2742,2742,2742,2742,2742,2742,2742,3804,7.84,86.3,0.09,252.2,34.4,31898.73418
2743,2743,2743,2743,2743,2743,2743,2743,3805,8.37,85.2,0.088,277.9,36.11,32506.32911
2744,2744,2744,2744,2744,2744,2744,2744,3806,8.72,83.7,0.086,304.8,37.21,32949.87342
2745,2745,2745,2745,2745,2745,2745,2745,3807,9.2,83.3,0.092,327.5,38.13,33472.40506
2746,2746,2746,2746,2746,2746,2746,2746,3808,9.66,81.5,0.09,350.9,38.82,33855.18987
2747,2747,2747,2747,2747,2747,2747,2747,3809,10.22,79.8,0.089,376.8,39.2,34553.92405
2748,2748,2748,2748,2748,2748,2748,2748,3810,10.92,76.8,0.092,401.2,41.37,35100.75949
2749,2749,2749,2749,2749,2749,2749,2749,3811,11.56,73.0,0.09,421.7,42.37,35465.31646
2750,2750,2750,2750,2750,2750,2750,2750,3812,12.22,71.8,0.09,439.1,42.9,35489.62025
2751,2751,2751,2751,2751,2751,2751,2751,3813,12.99,71.0,0.094,455.9,44.36,35763.03797
2752,2752,2752,2752,2752,2752,2752,2752,3814,13.46,70.2,0.091,474.0,53.13,35921.01266
2753,2753,2753,2753,2753,2753,2753,2753,3815,14.25,69.08,0.09,479.6,50.76,36151.89873
2754,2754,2754,2754,2754,2754,2754,2754,3816,14.76,65.58,0.083,500.6,53.74,35829.87342
2755,2755,2755,2755,2755,2755,2755,2755,3817,14.94,65.21,0.085,511.2,50.59,35471.39241
2756,2756,2756,2756,2756,2756,2756,2756,3818,15.37,65.01,0.084,509.1,50.74,34863.79747
2757,2757,2757,2757,2757,2757,2757,2757,3819,15.74,62.14,0.082,524.1,50.69,34717.97468
2758,2758,2758,2758,2758,2758,2758,2758,3820,16.04,61.14,0.085,521.3,58.51,34456.70886
2759,2759,2759,2759,2759,2759,2759,2759,3821,16.49,58.3,0.084,529.2,64.07,34529.62025
2760,2760,2760,2760,2760,2760,2760,2760,3822,16.75,55.63,0.086,529.4,66.83,34128.60759
2761,2761,2761,2761,2761,2761,2761,2761,3823,16.91,51.69,0.088,529.8,77.2,34165.06329
2762,2762,2762,2762,2762,2762,2762,2762,3824,17.08,47.05,0.085,523.5,88.5,35258.73418
2763,2763,2763,2763,2763,2763,2763,2763,3825,17.36,46.21,0.086,533.8,99.4,36364.55696
2764,2764,2764,2764,2764,2764,2764,2764,3826,17.47,45.18,0.084,539.4,98.5,36741.26582
2765,2765,2765,2765,2765,2765,2765,2765,3827,17.59,45.38,0.086,522.9,106.6,36686.58228
2766,2766,2766,2766,2766,2766,2766,2766,3828,17.66,44.61,0.089,445.5,112.4,36358.48101
2767,2767,2767,2767,2767,2767,2767,2767,3829,17.71,44.57,0.088,458.9,92.2,35805.56962
2768,2768,2768,2768,2768,2768,2768,2768,3830,17.83,44.97,0.09,486.1,64.69,35386.32911
2769,2769,2769,2769,2769,2769,2769,2769,3831,17.95,43.87,0.088,526.3,56.18,35027.8481
2770,2770,2770,2770,2770,2770,2770,2770,3832,18.0,43.24,0.087,506.0,51.42,35088.60759
2771,2771,2771,2771,2771,2771,2771,2771,3833,17.91,42.47,0.087,492.3,46.78,35137.21519
2772,2772,2772,2772,2772,2772,2772,2772,3834,17.97,42.17,0.087,477.4,45.35,35131.13924
2773,2773,2773,2773,2773,2773,2773,2773,3835,17.98,43.04,0.086,459.7,45.81,35021.77215
2774,2774,2774,2774,2774,2774,2774,2774,3836,18.11,42.47,0.089,448.2,45.33,35380.25316
2775,2775,2775,2775,2775,2775,2775,2775,3837,18.11,42.8,0.09,429.9,47.11,35240.50633
2776,2776,2776,2776,2776,2776,2776,2776,3838,18.14,43.51,0.084,405.6,47.8,35228.35443
2777,2777,2777,2777,2777,2777,2777,2777,3839,18.18,42.04,0.088,390.2,59.47,34742.27848
2778,2778,2778,2778,2778,2778,2778,2778,3840,18.26,40.73,0.088,338.0,77.6,34839.49367
2779,2779,2779,2779,2779,2779,2779,2779,3841,18.28,41.27,0.087,327.1,99.2,35112.91139
2780,2780,2780,2780,2780,2780,2780,2780,3842,18.21,42.5,0.083,309.7,153.9,35732.65823
2781,2781,2781,2781,2781,2781,2781,2781,3843,18.11,43.24,0.084,280.8,216.9,35787.34177
2782,2782,2782,2782,2782,2782,2782,2782,3844,18.06,43.77,0.091,265.2,268.5,35787.34177
2783,2783,2783,2783,2783,2783,2783,2783,3845,18.01,44.07,0.085,253.4,284.7,35866.32911
2784,2784,2784,2784,2784,2784,2784,2784,3846,17.89,44.07,0.084,216.0,250.0,35981.77215
2785,2785,2785,2785,2785,2785,2785,2785,3847,17.76,45.34,0.085,177.2,206.3,36552.91139
2786,2786,2786,2786,2786,2786,2786,2786,3848,17.53,46.31,0.086,147.7,173.7,37263.79747
2787,2787,2787,2787,2787,2787,2787,2787,3849,17.35,46.04,0.082,113.4,135.3,38715.94937
2788,2788,2788,2788,2788,2788,2788,2788,3850,17.18,47.91,0.088,99.7,121.3,39742.78481
2789,2789,2789,2789,2789,2789,2789,2789,3851,16.94,47.98,0.086,81.5,100.1,41972.65823
2790,2790,2790,2790,2790,2790,2790,2790,3852,16.68,47.58,0.087,61.93,76.4,43807.59494
2791,2791,2791,2791,2791,2791,2791,2791,3853,16.37,54.39,0.085,47.65,58.78,44852.65823
2792,2792,2792,2792,2792,2792,2792,2792,3854,16.01,57.09,0.085,23.66,26.33,45180.75949
2793,2793,2793,2793,2793,2793,2793,2793,3855,15.71,58.79,0.083,11.18,11.37,45168.60759
2794,2794,2794,2794,2794,2794,2794,2794,3856,15.44,59.96,0.083,6.339,6.342,45004.55696
2795,2795,2795,2795,2795,2795,2795,2795,3857,15.18,60.55,0.088,2.449,2.544,44828.35443
2796,2796,2796,2796,2796,2796,2796,2796,3858,14.96,61.82,0.084,0.329,0.371,43436.96203
2797,2797,2797,2797,2797,2797,2797,2797,3859,14.75,62.99,0.085,0.084,0.104,43704.3038
2798,2798,2798,2798,2798,2798,2798,2798,3860,14.57,65.66,0.083,0.062,0.108,44172.1519
2799,2799,2799,2799,2799,2799,2799,2799,3861,14.44,66.22,0.082,0.066,0.096,43923.03797
2800,2800,2800,2800,2800,2800,2800,2800,3862,14.42,68.86,0.084,0.073,0.1,43509.87342
2801,2801,2801,2801,2801,2801,2801,2801,3863,13.91,72.3,0.083,0.037,0.119,43266.83544
2802,2802,2802,2802,2802,2802,2802,2802,3750,9.11,85.0,0.084,0.073,0.119,26011.13924
2803,2803,2803,2803,2803,2803,2803,2803,3751,8.87,85.6,0.084,0.081,0.156,25646.58228
2804,2804,2804,2804,2804,2804,2804,2804,3752,8.87,85.6,0.087,0.077,0.145,25391.39241
2805,2805,2805,2805,2805,2805,2805,2805,3753,9.07,85.0,0.088,0.055,0.156,24826.32911
2806,2806,2806,2806,2806,2806,2806,2806,3754,8.87,84.2,0.088,0.106,0.126,24449.62025
2807,2807,2807,2807,2807,2807,2807,2807,3755,8.65,84.5,0.088,0.062,0.193,24164.05063
2808,2808,2808,2808,2808,2808,2808,2808,3864,13.78,71.4,0.086,0.04,0.119,43157.46835
2809,2809,2809,2809,2809,2809,2809,2809,3865,13.98,69.4,0.086,0.062,0.159,43418.73418
2810,2810,2810,2810,2810,2810,2810,2810,3866,13.8,70.4,0.088,0.077,0.122,43941.26582
2811,2811,2811,2811,2811,2811,2811,2811,3867,13.69,70.6,0.088,0.062,0.111,43959.49367
2812,2812,2812,2812,2812,2812,2812,2812,3868,13.66,72.3,0.088,0.084,0.148,43601.01266
2813,2813,2813,2813,2813,2813,2813,2813,3869,13.46,74.7,0.088,0.059,0.185,43509.87342
2814,2814,2814,2814,2814,2814,2814,2814,3870,12.95,75.1,0.086,0.055,0.108,43054.17722
2815,2815,2815,2815,2815,2815,2815,2815,3871,12.26,77.0,0.088,0.048,0.185,42634.93671
2816,2816,2816,2816,2816,2816,2816,2816,3872,12.15,77.7,0.086,0.077,0.122,42586.32911
2817,2817,2817,2817,2817,2817,2817,2817,3873,12.06,78.0,0.084,0.073,0.134,41881.51899
2818,2818,2818,2818,2818,2818,2818,2818,3874,12.14,77.5,0.087,0.066,0.137,41535.18987
2819,2819,2819,2819,2819,2819,2819,2819,3875,12.48,76.8,0.084,0.059,0.067,41030.88608
2820,2820,2820,2820,2820,2820,2820,2820,3876,12.88,72.8,0.09,0.073,0.1,40332.1519
2821,2821,2821,2821,2821,2821,2821,2821,3877,12.93,70.9,0.09,0.062,0.159,39809.62025
2822,2822,2822,2822,2822,2822,2822,2822,3878,12.71,71.6,0.086,0.051,0.156,39141.26582
2823,2823,2823,2823,2823,2823,2823,2823,3879,12.85,71.1,0.087,0.048,0.148,38369.62025
2824,2824,2824,2824,2824,2824,2824,2824,3880,12.6,70.3,0.091,0.044,0.141,37640.50633
2825,2825,2825,2825,2825,2825,2825,2825,3881,12.2,70.7,0.083,0.059,0.119,36686.58228
2826,2826,2826,2826,2826,2826,2826,2826,3882,11.68,71.8,0.087,0.073,0.104,35987.8481
2827,2827,2827,2827,2827,2827,2827,2827,3883,11.25,75.1,0.086,0.081,0.093,35125.06329
2828,2828,2828,2828,2828,2828,2828,2828,3884,10.89,77.5,0.09,0.077,0.134,34207.59494
2829,2829,2829,2829,2829,2829,2829,2829,3885,10.78,78.2,0.088,0.051,0.119,33284.05063
2830,2830,2830,2830,2830,2830,2830,2830,3886,10.49,79.7,0.09,0.062,0.141,32287.59494
2831,2831,2831,2831,2831,2831,2831,2831,3887,10.35,80.9,0.09,0.084,0.119,31266.83544
2832,2832,2832,2832,2832,2832,2832,2832,3756,8.64,84.7,0.088,0.062,0.115,23586.83544
2833,2833,2833,2833,2833,2833,2833,2833,3757,8.56,85.5,0.087,0.062,0.156,23410.63291
2834,2834,2834,2834,2834,2834,2834,2834,3758,8.43,86.5,0.088,0.055,0.122,23131.13924
2835,2835,2835,2835,2835,2835,2835,2835,3759,8.29,86.6,0.088,0.04,0.152,22882.02532
2836,2836,2836,2836,2836,2836,2836,2836,3760,8.08,86.6,0.086,0.062,0.171,22815.18987
2837,2837,2837,2837,2837,2837,2837,2837,3761,8.02,86.4,0.089,0.051,0.13,22693.67089
2838,2838,2838,2838,2838,2838,2838,2838,3762,8.26,86.3,0.089,0.059,0.159,22614.68354
2839,2839,2839,2839,2839,2839,2839,2839,3763,8.24,86.4,0.089,0.059,0.141,22152.91139
2840,2840,2840,2840,2840,2840,2840,2840,3764,8.17,86.7,0.09,0.04,0.163,21958.48101
2841,2841,2841,2841,2841,2841,2841,2841,3765,8.18,86.6,0.093,0.055,0.13,21849.11392
2842,2842,2842,2842,2842,2842,2842,2842,3766,8.08,86.2,0.085,0.073,0.119,21861.26582
2843,2843,2843,2843,2843,2843,2843,2843,3767,8.07,86.1,0.089,0.088,0.163,22037.46835
2844,2844,2844,2844,2844,2844,2844,2844,3768,8.0,85.7,0.09,0.066,0.145,21970.63291
2845,2845,2845,2845,2845,2845,2845,2845,3769,7.91,85.1,0.086,0.066,0.145,21715.44304
2846,2846,2846,2846,2846,2846,2846,2846,3770,7.9,85.9,0.088,0.066,0.145,21612.1519
2847,2847,2847,2847,2847,2847,2847,2847,3771,7.91,85.9,0.089,0.059,0.126,21770.12658
2848,2848,2848,2848,2848,2848,2848,2848,3772,7.63,86.5,0.091,0.044,0.108,22025.31646
2849,2849,2849,2849,2849,2849,2849,2849,3773,7.47,88.3,0.09,0.059,0.126,22110.37975
2850,2850,2850,2850,2850,2850,2850,2850,3774,7.69,88.1,0.088,0.066,0.096,22383.79747
2851,2851,2851,2851,2851,2851,2851,2851,3775,7.27,87.6,0.085,0.066,0.145,22517.46835
2852,2852,2852,2852,2852,2852,2852,2852,3776,7.23,87.4,0.083,0.091,0.167,22784.81013
2853,2853,2853,2853,2853,2853,2853,2853,3777,7.33,85.8,0.084,0.059,0.211,22772.65823
2854,2854,2854,2854,2854,2854,2854,2854,3778,7.51,85.6,0.086,0.073,0.137,22954.93671
2855,2855,2855,2855,2855,2855,2855,2855,3779,7.67,85.4,0.09,0.084,0.104,23890.63291
2856,2856,2856,2856,2856,2856,2856,2856,3780,7.62,85.4,0.084,0.07,0.174,24601.51899
2857,2857,2857,2857,2857,2857,2857,2857,3781,7.35,85.9,0.091,0.077,0.119,24176.20253
2858,2858,2858,2858,2858,2858,2858,2858,3782,7.24,87.4,0.086,0.088,0.126,24243.03797
2859,2859,2859,2859,2859,2859,2859,2859,3783,7.1,87.8,0.088,0.073,0.134,24206.58228
2860,2860,2860,2860,2860,2860,2860,2860,3784,6.854,87.9,0.088,0.062,0.163,23763.03797
2861,2861,2861,2861,2861,2861,2861,2861,3785,7.0,87.6,0.087,0.055,0.126,23228.35443
2862,2862,2862,2862,2862,2862,2862,2862,3786,7.23,87.4,0.088,0.088,0.137,22705.82278
2863,2863,2863,2863,2863,2863,2863,2863,3787,7.37,87.7,0.087,0.073,0.108,22450.63291
2864,2864,2864,2864,2864,2864,2864,2864,3788,7.03,86.8,0.088,0.059,0.174,22365.56962
2865,2865,2865,2865,2865,2865,2865,2865,3789,6.874,86.3,0.089,0.099,0.119,22705.82278
2866,2866,2866,2866,2866,2866,2866,2866,3790,6.94,86.8,0.087,0.062,0.148,23137.21519
2867,2867,2867,2867,2867,2867,2867,2867,3791,6.958,87.0,0.089,0.106,0.1,23125.06329
2868,2868,2868,2868,2868,2868,2868,2868,3792,7.1,87.7,0.086,0.212,0.26,23009.62025
2869,2869,2869,2869,2869,2869,2869,2869,3793,7.14,87.5,0.084,1.383,1.343,23817.72152
2870,2870,2870,2870,2870,2870,2870,2870,3794,6.892,86.2,0.081,4.568,4.413,24571.13924
2871,2871,2871,2871,2871,2871,2871,2871,3795,6.927,85.3,0.084,8.94,8.7,25251.64557
2872,2872,2872,2872,2872,2872,2872,2872,3796,7.06,84.6,0.082,38.78,24.04,26017.21519
2873,2873,2873,2873,2873,2873,2873,2873,3797,7.32,83.7,0.088,67.17,29.03,27031.89873
2874,2874,2874,2874,2874,2874,2874,2874,3798,6.957,85.4,0.086,91.8,29.1,27669.87342
2875,2875,2875,2875,2875,2875,2875,2875,3799,6.845,85.3,0.093,117.2,28.21,28368.60759
2876,2876,2876,2876,2876,2876,2876,2876,3800,7.01,85.6,0.093,143.1,28.79,29346.83544
2877,2877,2877,2877,2877,2877,2877,2877,3801,7.41,84.5,0.083,169.9,30.36,30161.01266
