,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
5387,5387,5387,5387,5387,0.678,0.168,243.91,2.8,0.0,0.0,0.0
5388,5388,5388,5388,5388,0.672,0.166,243.47,2.8,0.0,0.0,1.0
5389,5389,5389,5389,5389,0.67,0.164,243.28,2.8,0.0,0.0,1.0
5390,5390,5390,5390,5390,0.714,0.206,242.63,3.0,0.0,0.0,0.0
5391,5391,5391,5391,5391,0.738,0.264,242.3,3.2,0.0,0.0,1.0
5392,5392,5392,5392,5392,0.736,0.26,241.79,3.2,0.0,0.0,1.0
5393,5393,5393,5393,5393,0.738,0.266,242.7,3.2,0.0,0.0,0.0
5394,5394,5394,5394,5394,0.738,0.27,243.21,3.2,0.0,0.0,1.0
5395,5395,5395,5395,5395,0.736,0.27,243.37,3.2,0.0,0.0,1.0
5396,5396,5396,5396,5396,0.728,0.262,241.93,3.2,0.0,0.0,0.0
5397,5397,5397,5397,5397,0.778,0.318,241.65,3.4,0.0,0.0,1.0
5398,5398,5398,5398,5398,0.804,0.386,241.87,3.6,0.0,1.0,1.0
5399,5399,5399,5399,5399,0.806,0.388,242.32,3.6,0.0,1.0,0.0
5400,5400,5400,5400,5400,0.802,0.384,241.65,3.6,0.0,2.0,1.0
5401,5401,5401,5401,5401,0.804,0.39,242.39,3.6,0.0,1.0,1.0
5402,5402,5402,5402,5402,0.81,0.392,242.82,3.6,0.0,1.0,0.0
5403,5403,5403,5403,5403,0.796,0.368,242.74,3.6,0.0,2.0,1.0
5404,5404,5404,5404,5404,0.792,0.154,242.87,3.4,0.0,1.0,1.0
5405,5405,5405,5405,5405,0.498,0.156,243.0,2.2,0.0,1.0,0.0
5406,5406,5406,5406,5406,0.794,0.148,242.28,3.4,0.0,2.0,1.0
5407,5407,5407,5407,5407,0.594,0.148,242.66,2.4,0.0,1.0,1.0
5408,5408,5408,5408,5408,0.57,0.146,242.41,2.4,0.0,2.0,0.0
5409,5409,5409,5409,5409,0.444,0.148,242.41,1.8,0.0,1.0,1.0
5410,5410,5410,5410,5410,0.442,0.148,242.34,1.8,0.0,1.0,1.0
5411,5411,5411,5411,5411,0.444,0.15,242.5,1.8,0.0,2.0,0.0
5412,5412,5412,5412,5412,0.442,0.148,242.31,1.8,0.0,1.0,1.0
5413,5413,5413,5413,5413,0.444,0.152,243.05,1.8,0.0,2.0,1.0
5414,5414,5414,5414,5414,0.444,0.154,243.58,1.8,0.0,1.0,0.0
5415,5415,5415,5415,5415,0.45,0.156,243.71,1.8,0.0,1.0,1.0
5416,5416,5416,5416,5416,0.45,0.154,243.62,1.8,0.0,2.0,1.0
5417,5417,5417,5417,5417,0.448,0.156,243.74,1.8,0.0,1.0,0.0
5418,5418,5418,5418,5418,0.448,0.156,243.96,1.8,0.0,1.0,1.0
5419,5419,5419,5419,5419,0.446,0.156,243.85,1.8,0.0,1.0,1.0
5420,5420,5420,5420,5420,0.446,0.156,243.72,1.8,0.0,2.0,0.0
5421,5421,5421,5421,5421,0.446,0.158,244.19,1.8,0.0,1.0,1.0
5422,5422,5422,5422,5422,0.446,0.158,244.15,1.8,0.0,1.0,1.0
5423,5423,5423,5423,5423,0.446,0.158,244.39,1.8,0.0,1.0,0.0
5424,5424,5424,5424,5424,0.444,0.156,244.17,1.8,0.0,2.0,1.0
5425,5425,5425,5425,5425,0.444,0.156,243.94,1.8,0.0,1.0,1.0
5426,5426,5426,5426,5426,0.446,0.16,244.85,1.8,0.0,1.0,0.0
5427,5427,5427,5427,5427,0.446,0.162,245.12,1.8,0.0,1.0,1.0
5428,5428,5428,5428,5428,0.444,0.16,244.65,1.8,0.0,2.0,1.0
5429,5429,5429,5429,5429,0.444,0.162,245.21,1.8,0.0,1.0,0.0
5430,5430,5430,5430,5430,0.444,0.16,244.96,1.8,0.0,1.0,1.0
5431,5431,5431,5431,5431,0.432,0.144,245.16,1.8,0.0,1.0,1.0
5432,5432,5432,5432,5432,0.484,0.162,244.7,2.0,0.0,0.0,0.0
5433,5433,5433,5433,5433,0.482,0.178,245.58,2.0,0.0,0.0,1.0
5434,5434,5434,5434,5434,0.478,0.176,244.92,2.0,0.0,0.0,1.0
5435,5435,5435,5435,5435,0.476,0.178,245.27,2.0,0.0,0.0,0.0
5436,5436,5436,5436,5436,0.472,0.172,244.22,2.0,0.0,0.0,1.0
5437,5437,5437,5437,5437,0.472,0.172,244.56,2.0,0.0,0.0,1.0
5438,5438,5438,5438,5438,0.468,0.17,243.88,2.0,0.0,0.0,0.0
5439,5439,5439,5439,5439,0.468,0.172,244.13,2.0,0.0,0.0,1.0
5440,5440,5440,5440,5440,0.47,0.176,244.92,2.0,0.0,0.0,1.0
5441,5441,5441,5441,5441,0.55,0.266,244.37,2.6,0.0,0.0,0.0
5442,5442,5442,5442,5442,0.542,0.278,244.01,2.4,0.0,0.0,1.0
5443,5443,5443,5443,5443,0.54,0.276,243.9,2.4,0.0,0.0,1.0
5444,5444,5444,5444,5444,0.538,0.274,243.73,2.4,0.0,0.0,0.0
5445,5445,5445,5445,5445,0.536,0.272,243.1,2.4,0.0,0.0,1.0
5446,5446,5446,5446,5446,0.532,0.268,242.67,2.4,0.0,0.0,1.0
5447,5447,5447,5447,5447,0.532,0.27,243.0,2.4,0.0,0.0,0.0
5448,5448,5448,5448,5448,0.528,0.268,242.58,2.4,0.0,0.0,1.0
5449,5449,5449,5449,5449,0.436,0.136,243.19,1.8,0.0,0.0,1.0
5450,5450,5450,5450,5450,0.434,0.132,242.66,1.8,0.0,0.0,0.0
5451,5451,5451,5451,5451,0.432,0.13,242.38,1.8,0.0,0.0,1.0
5452,5452,5452,5452,5452,0.434,0.132,242.77,1.8,0.0,0.0,1.0
5453,5453,5453,5453,5453,0.426,0.12,242.77,1.8,0.0,0.0,0.0
5454,5454,5454,5454,5454,0.36,0.0,243.03,1.4,0.0,0.0,1.0
5455,5455,5455,5455,5455,0.36,0.0,243.65,1.4,0.0,0.0,1.0
5456,5456,5456,5456,5456,0.36,0.0,243.18,1.4,0.0,0.0,0.0
5457,5457,5457,5457,5457,0.36,0.0,243.4,1.4,0.0,0.0,1.0
5458,5458,5458,5458,5458,0.362,0.0,243.98,1.4,0.0,0.0,1.0
5459,5459,5459,5459,5459,0.362,0.0,244.29,1.4,0.0,0.0,0.0
5460,5460,5460,5460,5460,0.37,0.0,244.37,1.4,0.0,0.0,1.0
5461,5461,5461,5461,5461,0.37,0.0,244.72,1.4,0.0,0.0,1.0
5462,5462,5462,5462,5462,0.37,0.0,244.65,1.4,0.0,0.0,0.0
5463,5463,5463,5463,5463,0.368,0.0,243.71,1.4,0.0,0.0,1.0
5464,5464,5464,5464,5464,0.366,0.0,243.38,1.4,0.0,0.0,1.0
5465,5465,5465,5465,5465,0.368,0.0,243.82,1.4,0.0,0.0,0.0
5466,5466,5466,5466,5466,0.362,0.0,244.13,1.4,0.0,0.0,1.0
5467,5467,5467,5467,5467,0.36,0.0,243.65,1.4,0.0,0.0,1.0
5468,5468,5468,5468,5468,0.362,0.0,243.85,1.4,0.0,0.0,0.0
5469,5469,5469,5469,5469,0.362,0.0,244.11,1.4,0.0,0.0,1.0
5470,5470,5470,5470,5470,0.362,0.0,243.92,1.4,0.0,0.0,1.0
5471,5471,5471,5471,5471,0.362,0.0,243.84,1.4,0.0,0.0,0.0
5472,5472,5472,5472,5472,0.36,0.0,243.46,1.4,0.0,0.0,1.0
5473,5473,5473,5473,5473,0.36,0.0,243.27,1.4,0.0,0.0,1.0
5474,5474,5474,5474,5474,0.358,0.0,243.06,1.4,0.0,0.0,0.0
5475,5475,5475,5475,5475,0.368,0.0,243.54,1.4,0.0,0.0,1.0
5476,5476,5476,5476,5476,0.368,0.0,243.74,1.4,0.0,0.0,1.0
5477,5477,5477,5477,5477,0.472,0.146,243.0,2.0,0.0,0.0,0.0
5478,5478,5478,5478,5478,0.47,0.166,243.55,2.0,0.0,0.0,1.0
5479,5479,5479,5479,5479,0.468,0.17,244.39,2.0,0.0,0.0,1.0
5480,5480,5480,5480,5480,0.466,0.166,243.61,2.0,0.0,0.0,0.0
5481,5481,5481,5481,5481,0.462,0.164,243.22,2.0,0.0,0.0,1.0
5482,5482,5482,5482,5482,0.462,0.164,243.29,2.0,0.0,0.0,1.0
5483,5483,5483,5483,5483,0.46,0.166,243.62,2.0,0.0,0.0,0.0
5484,5484,5484,5484,5484,0.462,0.168,244.23,2.0,0.0,0.0,1.0
5485,5485,5485,5485,5485,0.46,0.168,243.86,2.0,0.0,0.0,1.0
5486,5486,5486,5486,5486,0.454,0.162,242.8,2.0,0.0,0.0,0.0
5487,5487,5487,5487,5487,0.454,0.162,242.59,2.0,0.0,0.0,1.0
5488,5488,5488,5488,5488,0.456,0.166,243.61,2.0,0.0,0.0,1.0
5489,5489,5489,5489,5489,0.454,0.164,243.0,2.0,0.0,0.0,0.0
5490,5490,5490,5490,5490,0.456,0.168,243.91,2.0,0.0,0.0,1.0
5491,5491,5491,5491,5491,0.456,0.168,244.13,2.0,0.0,0.0,1.0
5492,5492,5492,5492,5492,0.506,0.216,244.28,2.2,0.0,0.0,0.0
5493,5493,5493,5493,5493,0.536,0.28,244.86,2.4,0.0,0.0,1.0
5494,5494,5494,5494,5494,0.458,0.164,244.56,2.0,0.0,0.0,1.0
5495,5495,5495,5495,5495,0.44,0.138,244.5,1.8,0.0,0.0,0.0
5496,5496,5496,5496,5496,0.44,0.14,244.66,1.8,0.0,0.0,1.0
5497,5497,5497,5497,5497,0.438,0.138,244.17,1.8,0.0,0.0,1.0
5498,5498,5498,5498,5498,0.436,0.136,244.13,1.8,0.0,0.0,0.0
5499,5499,5499,5499,5499,0.436,0.14,244.53,1.8,0.0,0.0,1.0
5500,5500,5500,5500,5500,0.432,0.134,243.3,1.8,0.0,0.0,1.0
5501,5501,5501,5501,5501,0.432,0.136,243.57,1.8,0.0,0.0,0.0
5502,5502,5502,5502,5502,0.434,0.14,244.51,1.8,0.0,0.0,1.0
5503,5503,5503,5503,5503,0.432,0.138,244.22,1.8,0.0,0.0,1.0
5504,5504,5504,5504,5504,0.432,0.138,244.23,1.8,0.0,0.0,0.0
5505,5505,5505,5505,5505,0.364,0.0,244.23,1.4,0.0,0.0,1.0
5506,5506,5506,5506,5506,0.364,0.0,244.35,1.4,0.0,0.0,1.0
5507,5507,5507,5507,5507,0.366,0.0,245.03,1.4,0.0,0.0,0.0
5508,5508,5508,5508,5508,0.368,0.0,245.48,1.4,0.0,0.0,1.0
5509,5509,5509,5509,5509,0.368,0.0,245.5,1.4,0.0,0.0,1.0
5510,5510,5510,5510,5510,0.366,0.0,245.06,1.4,0.0,0.0,1.0
5511,5511,5511,5511,5511,0.364,0.0,244.45,1.4,0.0,0.0,0.0
5512,5512,5512,5512,5512,0.362,0.0,243.8,1.4,0.0,0.0,1.0
5513,5513,5513,5513,5513,0.362,0.0,243.43,1.4,0.0,0.0,1.0
5514,5514,5514,5514,5514,0.362,0.0,243.77,1.4,0.0,0.0,0.0
5515,5515,5515,5515,5515,0.364,0.0,243.99,1.4,0.0,0.0,1.0
5516,5516,5516,5516,5516,0.364,0.0,244.02,1.4,0.0,0.0,1.0
5517,5517,5517,5517,5517,0.362,0.0,244.02,1.4,0.0,0.0,0.0
5518,5518,5518,5518,5518,0.364,0.0,244.34,1.4,0.0,0.0,1.0
5519,5519,5519,5519,5519,0.364,0.0,244.6,1.4,0.0,0.0,1.0
5520,5520,5520,5520,5520,0.374,0.0,245.12,1.4,0.0,0.0,0.0
5521,5521,5521,5521,5521,0.374,0.0,245.46,1.4,0.0,0.0,1.0
5522,5522,5522,5522,5522,0.428,0.094,244.29,1.8,0.0,0.0,1.0
5523,5523,5523,5523,5523,0.474,0.17,244.41,2.0,0.0,0.0,0.0
5524,5524,5524,5524,5524,0.472,0.172,244.64,2.0,0.0,0.0,1.0
5525,5525,5525,5525,5525,0.47,0.172,244.63,2.0,0.0,0.0,1.0
5526,5526,5526,5526,5526,0.468,0.172,244.4,2.0,0.0,0.0,0.0
5527,5527,5527,5527,5527,0.468,0.172,244.58,2.0,0.0,0.0,1.0
5528,5528,5528,5528,5528,0.466,0.172,244.69,2.0,0.0,0.0,1.0
5529,5529,5529,5529,5529,0.466,0.174,244.84,2.0,0.0,0.0,0.0
5530,5530,5530,5530,5530,0.466,0.176,245.2,2.0,0.0,0.0,1.0
5531,5531,5531,5531,5531,0.466,0.178,245.58,2.0,0.0,0.0,1.0
5532,5532,5532,5532,5532,0.464,0.178,245.63,2.0,0.0,0.0,0.0
5533,5533,5533,5533,5533,0.462,0.174,245.02,2.0,0.0,0.0,1.0
5534,5534,5534,5534,5534,0.46,0.172,244.58,2.0,0.0,0.0,1.0
5535,5535,5535,5535,5535,0.47,0.178,245.52,2.0,0.0,0.0,0.0
5536,5536,5536,5536,5536,0.462,0.164,242.81,2.0,0.0,0.0,1.0
5537,5537,5537,5537,5537,0.462,0.164,242.9,2.0,0.0,0.0,1.0
5538,5538,5538,5538,5538,0.46,0.164,242.86,2.0,0.0,0.0,0.0
5539,5539,5539,5539,5539,0.406,0.086,243.16,1.6,0.0,0.0,1.0
5540,5540,5540,5540,5540,0.368,0.0,243.26,1.4,0.0,0.0,1.0
5541,5541,5541,5541,5541,0.368,0.0,243.11,1.4,0.0,0.0,0.0
5542,5542,5542,5542,5542,0.362,0.0,242.99,1.4,0.0,0.0,1.0
5543,5543,5543,5543,5543,0.36,0.0,242.98,1.4,0.0,0.0,1.0
5544,5544,5544,5544,5544,0.45,0.128,243.14,2.0,0.0,0.0,0.0
5545,5545,5545,5545,5545,0.438,0.136,243.61,1.8,0.0,0.0,1.0
5546,5546,5546,5546,5546,0.438,0.136,243.64,1.8,0.0,0.0,1.0
5547,5547,5547,5547,5547,0.438,0.138,243.91,1.8,0.0,0.0,0.0
5548,5548,5548,5548,5548,0.438,0.138,244.26,1.8,0.0,0.0,1.0
5549,5549,5549,5549,5549,0.438,0.138,244.07,1.8,0.0,0.0,1.0
5550,5550,5550,5550,5550,0.442,0.136,243.66,1.8,0.0,0.0,0.0
5551,5551,5551,5551,5551,0.44,0.134,243.11,1.8,0.0,0.0,1.0
5552,5552,5552,5552,5552,0.438,0.134,243.26,1.8,0.0,0.0,1.0
5553,5553,5553,5553,5553,0.436,0.132,242.47,1.8,0.0,0.0,0.0
5554,5554,5554,5554,5554,0.434,0.13,242.1,1.8,0.0,0.0,1.0
5555,5555,5555,5555,5555,0.428,0.122,242.73,1.8,0.0,0.0,1.0
5556,5556,5556,5556,5556,0.368,0.0,243.22,1.4,0.0,0.0,0.0
5557,5557,5557,5557,5557,0.366,0.0,242.77,1.4,0.0,0.0,1.0
5558,5558,5558,5558,5558,0.368,0.0,243.85,1.4,0.0,0.0,1.0
5559,5559,5559,5559,5559,0.37,0.0,244.18,1.4,0.0,0.0,0.0
5560,5560,5560,5560,5560,0.368,0.0,243.6,1.4,0.0,0.0,1.0
5561,5561,5561,5561,5561,0.37,0.0,243.83,1.4,0.0,0.0,1.0
5562,5562,5562,5562,5562,0.368,0.0,243.7,1.4,0.0,0.0,0.0
5563,5563,5563,5563,5563,0.37,0.0,244.42,1.4,0.0,0.0,1.0
5564,5564,5564,5564,5564,0.37,0.0,244.43,1.4,0.0,0.0,1.0
5565,5565,5565,5565,5565,0.372,0.0,244.66,1.4,0.0,0.0,0.0
5566,5566,5566,5566,5566,0.37,0.0,244.64,1.4,0.0,0.0,1.0
5567,5567,5567,5567,5567,0.428,0.092,245.26,1.8,0.0,0.0,1.0
5568,5568,5568,5568,5568,0.484,0.178,245.61,2.0,0.0,0.0,0.0
5569,5569,5569,5569,5569,0.486,0.186,247.12,2.0,0.0,0.0,1.0
5570,5570,5570,5570,5570,0.484,0.184,246.74,2.0,0.0,0.0,1.0
5571,5571,5571,5571,5571,0.482,0.184,246.61,2.0,0.0,0.0,0.0
5572,5572,5572,5572,5572,0.48,0.184,246.57,2.0,0.0,0.0,1.0
5573,5573,5573,5573,5573,0.478,0.184,246.55,2.0,0.0,0.0,1.0
5574,5574,5574,5574,5574,0.476,0.184,246.29,2.0,0.0,0.0,1.0
5575,5575,5575,5575,5575,0.474,0.184,246.52,2.0,0.0,0.0,0.0
5576,5576,5576,5576,5576,0.474,0.186,246.76,2.0,0.0,0.0,1.0
5577,5577,5577,5577,5577,0.474,0.186,246.98,2.0,0.0,0.0,1.0
5578,5578,5578,5578,5578,0.468,0.186,247.03,2.0,0.0,0.0,0.0
5579,5579,5579,5579,5579,0.464,0.182,246.41,2.0,0.0,0.0,1.0
5580,5580,5580,5580,5580,0.464,0.18,246.07,2.0,0.0,0.0,1.0
5581,5581,5581,5581,5581,0.464,0.18,246.0,2.0,0.0,0.0,0.0
5582,5582,5582,5582,5582,0.47,0.18,246.0,2.0,0.0,0.0,1.0
5583,5583,5583,5583,5583,0.466,0.176,245.27,2.0,0.0,0.0,1.0
5584,5584,5584,5584,5584,0.392,0.066,244.39,1.6,0.0,0.0,0.0
5585,5585,5585,5585,5585,0.372,0.0,244.91,1.4,0.0,0.0,1.0
5586,5586,5586,5586,5586,0.372,0.0,244.94,1.4,0.0,0.0,1.0
5587,5587,5587,5587,5587,0.37,0.0,244.31,1.4,0.0,0.0,0.0
5588,5588,5588,5588,5588,0.372,0.0,244.94,1.4,0.0,0.0,1.0
5589,5589,5589,5589,5589,0.372,0.0,245.18,1.4,0.0,0.0,1.0
5590,5590,5590,5590,5590,0.364,0.0,244.94,1.4,0.0,0.0,0.0
5591,5591,5591,5591,5591,0.366,0.0,245.45,1.4,0.0,0.0,1.0
5592,5592,5592,5592,5592,0.366,0.0,245.42,1.4,0.0,0.0,1.0
5593,5593,5593,5593,5593,0.366,0.0,245.63,1.4,0.0,0.0,0.0
5594,5594,5594,5594,5594,0.366,0.0,245.36,1.4,0.0,0.0,1.0
5595,5595,5595,5595,5595,0.366,0.0,245.57,1.4,0.0,0.0,1.0
5596,5596,5596,5596,5596,0.52,0.22,245.29,2.4,0.0,0.0,0.0
5597,5597,5597,5597,5597,0.536,0.272,245.35,2.4,0.0,2.0,1.0
5598,5598,5598,5598,5598,0.534,0.274,245.75,2.4,0.0,1.0,1.0
5599,5599,5599,5599,5599,0.534,0.276,246.14,2.4,0.0,1.0,0.0
5600,5600,5600,5600,5600,0.534,0.276,246.03,2.4,0.0,2.0,1.0
5601,5601,5601,5601,5601,0.532,0.276,246.09,2.4,0.0,1.0,1.0
5602,5602,5602,5602,5602,0.524,0.276,246.04,2.4,0.0,2.0,1.0
5603,5603,5603,5603,5603,0.522,0.272,245.7,2.4,0.0,1.0,0.0
5604,5604,5604,5604,5604,0.52,0.27,245.1,2.4,0.0,1.0,1.0
5605,5605,5605,5605,5605,0.518,0.268,244.98,2.4,0.0,2.0,1.0
5606,5606,5606,5606,5606,0.518,0.268,244.92,2.4,0.0,1.0,0.0
5607,5607,5607,5607,5607,0.516,0.266,244.56,2.4,0.0,2.0,1.0
5608,5608,5608,5608,5608,0.478,0.206,244.67,2.0,0.0,1.0,1.0
5609,5609,5609,5609,5609,0.446,0.156,244.28,1.8,0.0,1.0,0.0
5610,5610,5610,5610,5610,0.446,0.156,244.33,1.8,0.0,2.0,1.0
5611,5611,5611,5611,5611,0.446,0.158,244.68,1.8,0.0,1.0,1.0
5612,5612,5612,5612,5612,0.52,0.228,243.1,2.4,0.0,2.0,0.0
5613,5613,5613,5613,5613,0.556,0.292,243.57,2.6,0.0,1.0,1.0
5614,5614,5614,5614,5614,0.544,0.29,243.38,2.4,0.0,1.0,1.0
5615,5615,5615,5615,5615,0.542,0.292,243.59,2.4,0.0,2.0,0.0
5616,5616,5616,5616,5616,0.536,0.282,242.04,2.4,0.0,1.0,1.0
5617,5617,5617,5617,5617,0.53,0.274,240.76,2.4,0.0,1.0,1.0
5618,5618,5618,5618,5618,0.53,0.28,241.4,2.4,0.0,1.0,0.0
5619,5619,5619,5619,5619,0.528,0.28,241.53,2.4,0.0,2.0,1.0
5620,5620,5620,5620,5620,0.528,0.282,242.08,2.4,0.0,1.0,1.0
5621,5621,5621,5621,5621,0.518,0.268,239.39,2.4,0.0,1.0,0.0
5622,5622,5622,5622,5622,0.516,0.266,239.23,2.4,0.0,1.0,1.0
5623,5623,5623,5623,5623,0.514,0.262,238.43,2.4,0.0,2.0,0.0
5624,5624,5624,5624,5624,0.512,0.264,238.81,2.4,0.0,1.0,1.0
5625,5625,5625,5625,5625,0.51,0.266,239.23,2.4,0.0,1.0,1.0
5626,5626,5626,5626,5626,0.51,0.268,239.4,2.4,0.0,1.0,0.0
5627,5627,5627,5627,5627,0.51,0.27,239.7,2.4,0.0,1.0,1.0
5628,5628,5628,5628,5628,0.512,0.272,240.26,2.4,0.0,2.0,1.0
5629,5629,5629,5629,5629,0.448,0.18,240.65,2.0,0.0,1.0,0.0
5630,5630,5630,5630,5630,0.352,0.0,240.6,1.4,0.0,0.0,1.0
5631,5631,5631,5631,5631,0.348,0.0,239.8,1.4,0.0,0.0,1.0
5632,5632,5632,5632,5632,0.348,0.0,239.6,1.4,0.0,0.0,0.0
5633,5633,5633,5633,5633,0.346,0.0,239.32,1.4,0.0,0.0,1.0
5634,5634,5634,5634,5634,0.346,0.0,239.17,1.4,0.0,0.0,1.0
5635,5635,5635,5635,5635,0.348,0.0,239.67,1.4,0.0,0.0,0.0
5636,5636,5636,5636,5636,0.348,0.0,239.59,1.4,0.0,0.0,1.0
5637,5637,5637,5637,5637,0.348,0.0,239.54,1.4,0.0,0.0,1.0
5638,5638,5638,5638,5638,0.348,0.0,239.47,1.4,0.0,0.0,0.0
5639,5639,5639,5639,5639,0.352,0.0,240.45,1.4,0.0,0.0,1.0
5640,5640,5640,5640,5640,0.356,0.0,240.28,1.4,0.0,0.0,1.0
5641,5641,5641,5641,5641,0.352,0.0,241.34,1.4,0.0,0.0,0.0
5642,5642,5642,5642,5642,0.352,0.0,241.53,1.4,0.0,0.0,1.0
5643,5643,5643,5643,5643,0.354,0.0,241.91,1.4,0.0,0.0,0.0
5644,5644,5644,5644,5644,0.354,0.0,242.17,1.4,0.0,0.0,1.0
5645,5645,5645,5645,5645,0.354,0.0,242.27,1.4,0.0,0.0,1.0
5646,5646,5646,5646,5646,0.356,0.0,242.47,1.4,0.0,0.0,0.0
5647,5647,5647,5647,5647,0.434,0.11,242.13,2.0,0.0,0.0,1.0
5648,5648,5648,5648,5648,0.43,0.13,242.05,1.8,0.0,0.0,1.0
5649,5649,5649,5649,5649,0.432,0.13,242.24,1.8,0.0,0.0,0.0
5650,5650,5650,5650,5650,0.432,0.132,242.43,1.8,0.0,0.0,1.0
5651,5651,5651,5651,5651,0.428,0.128,241.79,1.8,0.0,0.0,1.0
5652,5652,5652,5652,5652,0.424,0.124,240.61,1.8,0.0,0.0,0.0
5653,5653,5653,5653,5653,0.42,0.122,240.25,1.8,0.0,0.0,1.0
5654,5654,5654,5654,5654,0.426,0.126,241.38,1.8,0.0,0.0,1.0
5655,5655,5655,5655,5655,0.434,0.132,242.56,1.8,0.0,0.0,0.0
5656,5656,5656,5656,5656,0.43,0.13,241.71,1.8,0.0,0.0,1.0
5657,5657,5657,5657,5657,0.496,0.196,241.58,2.2,0.0,0.0,1.0
5658,5658,5658,5658,5658,0.514,0.226,241.43,2.2,0.0,0.0,0.0
5659,5659,5659,5659,5659,0.464,0.16,241.74,2.0,0.0,0.0,1.0
5660,5660,5660,5660,5660,0.458,0.16,242.03,2.0,0.0,0.0,1.0
5661,5661,5661,5661,5661,0.456,0.158,241.5,2.0,0.0,0.0,0.0
5662,5662,5662,5662,5662,0.454,0.16,241.73,2.0,0.0,0.0,1.0
5663,5663,5663,5663,5663,0.458,0.166,243.22,2.0,0.0,0.0,1.0
5664,5664,5664,5664,5664,0.458,0.17,243.77,2.0,0.0,0.0,0.0
5665,5665,5665,5665,5665,0.456,0.168,243.42,2.0,0.0,0.0,1.0
5666,5666,5666,5666,5666,0.454,0.166,242.94,2.0,0.0,0.0,1.0
5667,5667,5667,5667,5667,0.454,0.168,243.43,2.0,0.0,0.0,0.0
5668,5668,5668,5668,5668,0.454,0.168,243.65,2.0,0.0,0.0,1.0
5669,5669,5669,5669,5669,0.456,0.17,243.8,2.0,0.0,0.0,1.0
5670,5670,5670,5670,5670,0.46,0.168,243.39,2.0,0.0,0.0,0.0
5671,5671,5671,5671,5671,0.46,0.168,243.23,2.0,0.0,0.0,1.0
5672,5672,5672,5672,5672,0.458,0.166,243.21,2.0,0.0,0.0,1.0
5673,5673,5673,5673,5673,0.458,0.168,243.33,2.0,0.0,0.0,0.0
5674,5674,5674,5674,5674,0.386,0.06,243.19,1.6,0.0,0.0,1.0
5675,5675,5675,5675,5675,0.364,0.0,243.24,1.4,0.0,0.0,1.0
5676,5676,5676,5676,5676,0.36,0.0,241.79,1.4,0.0,0.0,0.0
5677,5677,5677,5677,5677,0.36,0.0,242.12,1.4,0.0,0.0,1.0
5678,5678,5678,5678,5678,0.362,0.0,242.29,1.4,0.0,0.0,1.0
5679,5679,5679,5679,5679,0.358,0.0,241.77,1.4,0.0,0.0,0.0
5680,5680,5680,5680,5680,0.352,0.0,241.6,1.4,0.0,0.0,1.0
5681,5681,5681,5681,5681,0.352,0.0,241.27,1.4,0.0,0.0,1.0
5682,5682,5682,5682,5682,0.352,0.0,241.67,1.4,0.0,0.0,0.0
5683,5683,5683,5683,5683,0.354,0.0,241.83,1.4,0.0,0.0,1.0
5684,5684,5684,5684,5684,0.356,0.0,242.15,1.4,0.0,0.0,1.0
5685,5685,5685,5685,5685,0.362,0.0,242.04,1.4,0.0,0.0,0.0
5686,5686,5686,5686,5686,0.36,0.0,241.78,1.4,0.0,0.0,1.0
5687,5687,5687,5687,5687,0.362,0.0,242.38,1.4,0.0,0.0,1.0
5688,5688,5688,5688,5688,0.364,0.0,242.94,1.4,0.0,0.0,0.0
5689,5689,5689,5689,5689,0.364,0.0,243.62,1.4,0.0,0.0,1.0
5690,5690,5690,5690,5690,0.366,0.0,243.91,1.4,0.0,0.0,1.0
5691,5691,5691,5691,5691,0.366,0.0,244.05,1.4,0.0,0.0,0.0
5692,5692,5692,5692,5692,0.36,0.0,243.98,1.4,0.0,0.0,1.0
5693,5693,5693,5693,5693,0.358,0.0,243.72,1.4,0.0,0.0,1.0
5694,5694,5694,5694,5694,0.356,0.0,242.94,1.4,0.0,0.0,0.0
5695,5695,5695,5695,5695,0.356,0.0,243.04,1.4,0.0,0.0,1.0
5696,5696,5696,5696,5696,0.356,0.0,243.11,1.4,0.0,0.0,1.0
5697,5697,5697,5697,5697,0.356,0.0,243.17,1.4,0.0,0.0,0.0
5698,5698,5698,5698,5698,0.424,0.1,244.1,1.8,0.0,0.0,1.0
5699,5699,5699,5699,5699,0.436,0.138,244.03,1.8,0.0,0.0,1.0
5700,5700,5700,5700,5700,0.436,0.138,243.83,1.8,0.0,0.0,0.0
5701,5701,5701,5701,5701,0.436,0.14,244.18,1.8,0.0,0.0,1.0
5702,5702,5702,5702,5702,0.478,0.178,245.36,2.2,0.0,0.0,1.0
5703,5703,5703,5703,5703,0.55,0.286,245.55,2.4,0.0,0.0,0.0
5704,5704,5704,5704,5704,0.546,0.288,245.73,2.4,0.0,0.0,1.0
5705,5705,5705,5705,5705,0.542,0.286,245.43,2.4,0.0,0.0,1.0
5706,5706,5706,5706,5706,0.538,0.286,245.23,2.4,0.0,0.0,0.0
5707,5707,5707,5707,5707,0.538,0.288,245.75,2.4,0.0,0.0,1.0
5708,5708,5708,5708,5708,0.538,0.29,246.16,2.4,0.0,0.0,1.0
5709,5709,5709,5709,5709,0.538,0.296,246.83,2.4,0.0,0.0,0.0
