,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,class
1428,1428,1428,1428,1428,0.691346,0.086111,0.348485,0.163207,0.290698,0.781369,0.814961,0.720472,0.401575,0.179702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1429,1429,1429,1429,1429,0.67934,0.677778,0.090909,0.156049,0.219638,0.846565,0.818898,0.964567,0.688976,0.218319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1430,1430,1430,1430,1430,0.52026,0.097222,0.272727,0.307802,0.533592,0.062245,0.846457,0.779528,0.444882,0.223338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1431,1431,1431,1431,1431,0.450725,0.208333,0.742424,0.121689,0.346253,0.024589,0.862205,0.389764,0.0,0.192249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1432,1432,1432,1432,1432,0.715858,0.066667,0.242424,0.130279,0.249354,0.539834,0.826772,0.807087,0.503937,0.270459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1433,1433,1433,1433,1433,0.498749,0.147222,0.424242,0.2398,0.475452,0.049178,0.877953,0.665354,0.248031,0.2133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1434,1434,1434,1434,1434,0.723362,0.569444,0.106061,0.307802,0.365633,0.726008,0.850394,0.968504,0.653543,0.16813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1435,1435,1435,1435,1435,0.677339,0.652778,0.121212,0.150322,0.21447,0.85092,0.814961,0.972441,0.700787,0.211627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1436,1436,1436,1436,1436,0.607804,0.919444,0.181818,0.115963,0.237726,0.46396,0.755906,0.885827,0.677165,0.065384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1437,1437,1437,1437,1437,0.612806,0.244444,0.181818,0.173228,0.222222,0.311086,0.937008,0.866142,0.433071,0.21093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1438,1438,1438,1438,1438,0.527764,0.083333,0.212121,0.27917,0.184755,0.066039,0.846457,0.818898,0.496063,0.228635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1439,1439,1439,1439,1439,0.484742,0.2,0.681818,0.163207,0.434109,0.032879,0.877953,0.444882,0.0,0.201171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1440,1440,1440,1440,1440,0.425713,0.183333,0.484848,0.064424,0.29199,0.013348,0.913386,0.629921,0.0,0.187509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1441,1441,1441,1441,1441,0.708854,0.983333,0.151515,0.030064,0.231266,0.569763,0.80315,0.877953,0.61811,0.239649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1442,1442,1442,1442,1442,0.609305,0.211111,0.136364,0.064424,0.24677,0.282984,0.913386,0.877953,0.488189,0.244528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1443,1443,1443,1443,1443,0.494247,0.097222,0.333333,0.182534,0.31137,0.038921,0.830709,0.732283,0.393701,0.207166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1444,1444,1444,1444,1444,0.465233,0.205556,0.742424,0.14388,0.268734,0.030631,0.862205,0.389764,0.0,0.20145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1445,1445,1445,1445,1445,0.49925,0.175,0.363636,0.163207,0.324289,0.040045,0.917323,0.720472,0.275591,0.210093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1446,1446,1446,1446,1446,0.442221,0.169444,0.5,0.077309,0.254522,0.021076,0.889764,0.606299,0.0,0.19657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1447,1447,1447,1447,1447,0.736368,0.994444,0.227273,0.258411,0.302326,0.510749,0.771654,0.830709,0.598425,0.280775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1448,1448,1448,1448,1448,0.606803,0.913889,0.257576,0.042949,0.24031,0.267669,0.700787,0.858268,0.704724,0.266834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1449,1449,1449,1449,1449,0.482741,0.258333,0.681818,0.136006,0.281654,0.037656,0.944882,0.511811,0.0,0.210512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1450,1450,1450,1450,1450,0.447224,0.158333,0.484848,0.068003,0.267442,0.022762,0.874016,0.610236,0.161417,0.199916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1451,1451,1451,1451,1451,0.431716,0.147222,0.484848,0.030064,0.22739,0.015175,0.858268,0.602362,0.177165,0.194898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1452,1452,1452,1452,1452,0.601801,0.280556,0.060606,0.042949,0.226098,0.581144,0.889764,0.92126,0.566929,0.100655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1453,1453,1453,1453,1453,0.592796,0.005556,0.106061,0.021475,0.22739,0.517212,0.830709,0.893701,0.606299,0.067475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1454,1454,1454,1454,1454,0.484242,0.233333,0.69697,0.115963,0.257106,0.039764,0.917323,0.468504,0.0,0.213718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1455,1455,1455,1455,1455,0.475738,0.211111,0.439394,0.107373,0.263566,0.03597,0.948819,0.677165,0.0,0.21093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1456,1456,1456,1456,1456,0.452726,0.152778,0.469697,0.060845,0.236434,0.024589,0.874016,0.625984,0.188976,0.203262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1457,1457,1457,1457,1457,0.594297,0.236111,0.227273,0.410165,0.29845,0.201349,0.944882,0.838583,0.389764,0.346159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1458,1458,1458,1458,1458,0.509755,0.227778,0.666667,0.107373,0.28553,0.045384,0.92126,0.488189,0.0,0.219573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1459,1459,1459,1459,1459,0.484242,0.233333,0.69697,0.09592,0.22093,0.04145,0.917323,0.464567,0.0,0.216925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1460,1460,1460,1460,1460,0.70085,0.711111,0.121212,0.219041,0.267442,0.790502,0.795276,0.964567,0.716535,0.205075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1461,1461,1461,1461,1461,0.485743,0.219444,0.69697,0.077309,0.223514,0.043417,0.901575,0.456693,0.0,0.220131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1462,1462,1462,1462,1462,0.48074,0.166667,0.378788,0.068003,0.211886,0.039764,0.905512,0.712598,0.0,0.217482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1463,1463,1463,1463,1463,0.44072,0.15,0.439394,0.0,0.223514,0.018828,0.874016,0.649606,0.224409,0.202983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1464,1464,1464,1464,1464,0.703852,0.180556,0.19697,0.085898,0.275194,0.633272,0.913386,0.834646,0.433071,0.173149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1465,1465,1465,1465,1465,0.598799,0.102778,0.075758,0.064424,0.223514,0.53323,0.866142,0.901575,0.570866,0.082113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1466,1466,1466,1466,1466,0.621311,0.841667,0.212121,0.198282,0.224806,0.477589,0.712598,0.917323,0.755906,0.087969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1467,1467,1467,1467,1467,0.5993,0.236111,0.242424,0.423765,0.295866,0.208234,0.948819,0.830709,0.377953,0.343929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1468,1468,1468,1468,1468,0.545773,0.102778,0.075758,0.128848,0.229974,0.083041,0.866142,0.901575,0.574803,0.251359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1469,1469,1469,1469,1469,0.490745,0.216667,0.666667,0.060845,0.236434,0.045525,0.909449,0.476378,0.0,0.223338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1470,1470,1470,1470,1470,0.464732,0.152778,0.424242,0.0,0.223514,0.03035,0.88189,0.661417,0.232283,0.214555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1471,1471,1471,1471,1471,0.444222,0.155556,0.454545,0.04796,0.215762,0.021076,0.88189,0.637795,0.200787,0.208002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1472,1472,1472,1472,1472,0.436718,0.166667,0.469697,0.060845,0.21447,0.016861,0.893701,0.633858,0.177165,0.205911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1473,1473,1473,1473,1473,0.689345,0.422222,0.212121,0.387258,0.412145,0.75678,0.933071,0.940945,0.511811,0.209536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1474,1474,1474,1474,1474,0.441221,0.175,0.469697,0.077309,0.20801,0.017423,0.901575,0.629921,0.15748,0.209675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1475,1475,1475,1475,1475,0.566283,0.230556,0.121212,0.121689,0.264858,0.120697,0.909449,0.893701,0.503937,0.287188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1476,1476,1476,1476,1476,0.471736,0.163889,0.424242,0.060845,0.215762,0.032036,0.897638,0.673228,0.228346,0.223059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1477,1477,1477,1477,1477,0.637319,0.055556,0.439394,0.151754,0.312661,0.567936,0.728346,0.649606,0.401575,0.112226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1478,1478,1478,1478,1478,0.64032,0.094444,0.045455,0.231926,0.235142,0.352536,0.862205,0.913386,0.586614,0.209675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1479,1479,1479,1479,1479,0.626813,0.202778,0.106061,0.068003,0.239018,0.322327,0.901575,0.889764,0.515748,0.239509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1480,1480,1480,1480,1480,0.738369,0.144444,0.212121,0.171797,0.270026,0.59112,0.889764,0.818898,0.440945,0.181514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1481,1481,1481,1481,1481,0.588294,0.147222,0.106061,0.287759,0.294574,0.177181,0.88189,0.885827,0.531496,0.337934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1482,1482,1482,1482,1482,0.654827,0.833333,0.075758,0.271296,0.271318,0.443024,0.807087,0.937008,0.677165,0.13983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1483,1483,1483,1483,1483,0.429215,0.205556,0.530303,0.060845,0.290698,0.012646,0.933071,0.606299,0.074803,0.222919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1484,1484,1484,1484,1484,0.710855,0.45,0.060606,0.228346,0.275194,0.731488,0.877953,0.944882,0.598425,0.104559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1485,1485,1485,1485,1485,0.611806,0.294444,0.106061,0.380816,0.25969,0.241253,0.913386,0.913386,0.519685,0.333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1486,1486,1486,1486,1486,0.478739,0.208333,0.409091,0.14388,0.197674,0.034003,0.948819,0.69685,0.192913,0.235745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1487,1487,1487,1487,1487,0.431716,0.208333,0.515152,0.068003,0.297158,0.013348,0.937008,0.614173,0.07874,0.226823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1488,1488,1488,1488,1488,0.49925,0.241667,0.318182,0.125268,0.189922,0.04707,0.964567,0.791339,0.295276,0.245365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1489,1489,1489,1489,1489,0.685843,0.575,0.045455,0.224052,0.249354,0.782493,0.854331,0.952756,0.633858,0.172034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1490,1490,1490,1490,1490,0.594797,0.266667,0.060606,0.303508,0.31137,0.192497,0.893701,0.917323,0.555118,0.354663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1491,1491,1491,1491,1491,0.436718,0.213889,0.5,0.088762,0.313953,0.017845,0.944882,0.637795,0.102362,0.23449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1492,1492,1492,1492,1492,0.427714,0.205556,0.484848,0.068003,0.290698,0.015175,0.940945,0.645669,0.122047,0.232957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1493,1493,1493,1493,1493,0.691846,0.044444,0.106061,0.173228,0.242894,0.834621,0.84252,0.889764,0.582677,0.139272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1494,1494,1494,1494,1494,0.581291,0.411111,0.227273,0.151754,0.276486,0.167767,0.940945,0.933071,0.488189,0.334867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1495,1495,1495,1495,1495,0.456728,0.227778,0.469697,0.136006,0.374677,0.026978,0.96063,0.673228,0.133858,0.2416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1496,1496,1496,1496,1496,0.624812,0.133333,0.393939,0.021475,0.236434,0.543487,0.862205,0.688976,0.295276,0.130211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1497,1497,1497,1497,1497,0.662331,0.077778,0.121212,0.236936,0.184755,0.414782,0.854331,0.877953,0.555118,0.183326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1498,1498,1498,1498,1498,0.661331,0.108333,0.136364,0.2398,0.182171,0.410988,0.870079,0.866142,0.527559,0.186393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1499,1499,1499,1499,1499,0.653327,0.038889,0.181818,0.23622,0.307494,0.366025,0.822835,0.850394,0.562992,0.22515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1500,1500,1500,1500,1500,0.631316,0.138889,0.181818,0.042949,0.241602,0.332724,0.885827,0.84252,0.476378,0.256796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1501,1501,1501,1501,1501,0.44072,0.211111,0.469697,0.107373,0.335917,0.023886,0.944882,0.649606,0.125984,0.242298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1502,1502,1502,1502,1502,0.423712,0.211111,0.454545,0.077309,0.284238,0.017423,0.944882,0.673228,0.153543,0.23937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1503,1503,1503,1503,1503,0.621811,0.158333,0.166667,0.060845,0.242894,0.710412,0.897638,0.854331,0.476378,0.210093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1504,1504,1504,1504,1504,0.758379,0.169444,0.19697,0.107373,0.215762,0.581987,0.905512,0.834646,0.440945,0.166597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1505,1505,1505,1505,1505,0.435718,0.222222,0.469697,0.107373,0.326873,0.024589,0.956693,0.661417,0.122047,0.24871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1506,1506,1506,1506,1506,0.712856,0.886111,0.136364,0.085898,0.276486,0.665168,0.779528,0.913386,0.685039,0.098006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1507,1507,1507,1507,1507,0.42071,0.222222,0.409091,0.068003,0.293282,0.016861,0.96063,0.708661,0.185039,0.249965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1508,1508,1508,1508,1508,0.713357,0.855556,0.181818,0.064424,0.289406,0.660672,0.740157,0.913386,0.728346,0.097588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1509,1509,1509,1509,1509,0.447224,0.238889,0.484848,0.136006,0.356589,0.029507,0.968504,0.669291,0.110236,0.258051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1510,1510,1510,1510,1510,0.693847,0.075,0.030303,0.021475,0.223514,0.769425,0.858268,0.92126,0.602362,0.078907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1511,1511,1511,1511,1511,0.67984,0.161111,0.060606,0.163207,0.250646,0.755796,0.877953,0.905512,0.562992,0.168828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1512,1512,1512,1512,1512,0.430715,0.236111,0.424242,0.107373,0.313953,0.021498,0.968504,0.708661,0.169291,0.259306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1513,1513,1513,1513,1513,0.615808,0.1,0.090909,0.042949,0.22739,0.677954,0.866142,0.889764,0.562992,0.192806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1514,1514,1514,1514,1514,0.448224,0.241667,0.469697,0.150322,0.364341,0.030631,0.972441,0.681102,0.122047,0.265858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
