,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,DEWP,HUMI,PRES,TEMP,Iws,precipitation,Iprec,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv,PM_US Post
699,699,699,699,699,699,699,699,699,699,699,699,699,699,699,699,699,699,699,699,699,699,699,699,699,699,699,699,699,16.0,25.0,18.0,-15.0,36.0,1020.0,-2.0,0.89,0.0,0.0,0.0,1.0,0.0,0.0,36.0
700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,98.0,80.5,92.0,-16.0,30.0,1020.0,-1.0,4.02,0.0,0.0,0.0,1.0,0.0,0.0,37.0
701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,17.0,18.0,16.5,-16.0,38.0,1019.0,-4.0,8.94,0.0,0.0,0.0,1.0,0.0,0.0,22.0
702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,18.0,23.0,19.0,-15.0,45.0,1020.0,-5.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,24.0
703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,24.0,30.0,20.5,-16.0,41.0,1020.0,-5.0,3.13,0.0,0.0,0.0,1.0,0.0,0.0,29.0
704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,19.0,73.0,41.5,-15.0,48.0,1021.0,-6.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,35.0
705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,60.0,73.0,73.5,-15.0,31.0,1021.0,0.0,4.02,0.0,0.0,0.0,1.0,0.0,0.0,35.0
706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,17.5,29.5,31.0,-18.0,19.0,1021.0,3.0,8.04,0.0,0.0,0.0,1.0,0.0,0.0,33.0
707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,707,31.5,27.0,29.5,-21.0,13.0,1020.0,5.0,12.96,0.0,0.0,0.0,1.0,0.0,0.0,32.0
708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,708,12.5,13.5,13.5,-22.0,11.0,1020.0,6.0,18.77,0.0,0.0,0.0,1.0,0.0,0.0,25.0
709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,709,68.0,51.5,58.0,-22.0,10.0,1019.0,7.0,25.92,0.0,0.0,0.0,1.0,0.0,0.0,16.0
710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,27.5,24.5,23.5,-22.0,10.0,1018.0,7.0,35.75,0.0,0.0,0.0,1.0,0.0,0.0,26.0
711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,21.5,18.5,19.5,-23.0,9.0,1018.0,7.0,45.58,0.0,0.0,0.0,1.0,0.0,0.0,32.0
712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,24.5,19.5,21.5,-23.0,9.0,1017.0,7.0,52.73,0.0,0.0,0.0,1.0,0.0,0.0,36.0
713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,15.0,26.0,22.0,-22.0,11.0,1018.0,6.0,58.54,0.0,0.0,0.0,1.0,0.0,0.0,37.0
714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,20.0,37.0,23.5,-21.0,13.0,1018.0,5.0,64.35,0.0,0.0,0.0,1.0,0.0,0.0,45.0
715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,51.5,45.5,53.0,-21.0,13.0,1019.0,5.0,70.16,0.0,0.0,0.0,1.0,0.0,0.0,71.0
716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,78.5,72.0,77.5,-19.0,16.0,1019.0,4.0,74.18,0.0,0.0,0.0,1.0,0.0,0.0,67.0
717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,717,78.5,72.0,77.5,-19.0,15.0,1020.0,5.0,78.2,0.0,0.0,0.0,1.0,0.0,0.0,69.0
718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,76.5,45.0,84.0,-19.0,19.0,1020.0,2.0,81.33,0.0,0.0,0.0,1.0,0.0,0.0,94.0
719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,71.5,79.0,84.0,-18.0,21.0,1021.0,2.0,84.46,0.0,0.0,0.0,1.0,0.0,0.0,85.0
720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,36.0,20.5,29.0,-18.0,22.0,1021.0,1.0,87.59,0.0,0.0,0.0,1.0,0.0,0.0,35.0
721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,14.0,12.0,15.0,-18.0,22.0,1021.0,1.0,90.72,0.0,0.0,0.0,1.0,0.0,0.0,26.0
722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,17.0,12.0,13.0,-16.0,35.0,1022.0,-3.0,93.85,0.0,0.0,0.0,1.0,0.0,0.0,24.0
723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,13.5,12.0,15.5,-15.0,36.0,1022.0,-2.0,95.64,0.0,0.0,0.0,1.0,0.0,0.0,20.0
724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,13.5,12.0,15.5,-15.0,31.0,1022.0,0.0,99.66,0.0,0.0,0.0,1.0,0.0,0.0,16.0
725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,17.0,17.5,12.0,-17.0,24.0,1023.0,1.0,105.47,0.0,0.0,0.0,1.0,0.0,0.0,18.0
726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,14.0,16.5,14.5,-15.0,31.0,1023.0,0.0,109.49,0.0,0.0,0.0,1.0,0.0,0.0,19.0
727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,16.5,17.5,11.5,-18.0,24.0,1025.0,0.0,113.51,0.0,0.0,0.0,1.0,0.0,0.0,22.0
728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,16.5,17.5,11.5,-17.0,26.0,1025.0,0.0,116.64,0.0,0.0,0.0,1.0,0.0,0.0,17.0
729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,18.0,13.5,13.5,-17.0,22.0,1026.0,2.0,120.66,0.0,0.0,0.0,1.0,0.0,0.0,18.0
730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,5.0,7.0,8.0,-19.0,18.0,1026.0,3.0,129.6,0.0,0.0,0.0,1.0,0.0,0.0,11.0
731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,6.5,10.5,10.0,-19.0,16.0,1026.0,4.0,138.54,0.0,0.0,0.0,1.0,0.0,0.0,11.0
732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,11.0,11.5,6.0,-20.0,14.0,1025.0,5.0,145.69,0.0,0.0,0.0,1.0,0.0,0.0,16.0
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,18.5,21.5,22.5,-17.0,18.0,1024.0,5.0,4.02,0.0,0.0,1.0,0.0,0.0,0.0,18.0
734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,3.0,14.0,12.5,-18.0,15.0,1024.0,6.0,7.15,0.0,0.0,1.0,0.0,0.0,0.0,17.0
735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,18.5,16.5,13.0,-18.0,15.0,1024.0,6.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,19.0
736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,24.5,30.0,19.0,-18.0,17.0,1024.0,5.0,1.79,0.0,0.0,0.0,0.0,1.0,0.0,26.0
737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,19.5,18.5,15.0,-17.0,19.0,1024.0,4.0,3.58,0.0,0.0,0.0,0.0,1.0,0.0,24.0
738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,29.5,53.5,40.0,-17.0,24.0,1024.0,1.0,1.79,0.0,0.0,1.0,0.0,0.0,0.0,54.0
739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,83.5,76.5,79.0,-15.0,33.0,1025.0,-1.0,2.68,0.0,0.0,1.0,0.0,0.0,0.0,71.0
740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,99.5,137.0,111.5,-13.0,39.0,1025.0,-1.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,129.0
741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,121.0,120.5,118.0,-8.0,58.0,1026.0,-1.0,5.81,0.0,0.0,0.0,0.0,1.0,0.0,145.0
742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,78.0,114.5,100.5,-7.0,68.0,1027.0,-2.0,10.73,0.0,0.0,0.0,0.0,1.0,0.0,101.0
743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,61.5,82.5,78.5,-7.0,68.0,1027.0,-2.0,13.86,0.0,0.0,0.0,0.0,1.0,0.0,65.0
744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,77.0,76.0,81.5,-8.0,68.0,1027.0,-3.0,15.65,0.0,0.0,0.0,0.0,1.0,0.0,70.0
745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,61.0,200.5,60.0,-9.0,68.0,1027.0,-4.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,67.0
746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,55.0,61.5,71.5,-9.0,68.0,1027.0,-4.0,1.78,0.0,0.0,1.0,0.0,0.0,0.0,76.0
747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,53.0,61.5,69.0,-9.0,68.0,1027.0,-4.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,76.0
748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,65.5,68.5,66.5,-9.0,68.0,1026.0,-4.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,68.0
749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,70.5,69.0,74.0,-9.0,73.0,1027.0,-5.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,73.0
750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,74.0,66.5,72.5,-10.0,62.0,1027.0,-4.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,73.0
751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,56.0,57.0,55.5,-10.0,62.0,1027.0,-4.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,64.0
752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,42.5,184.0,150.0,-10.0,73.0,1028.0,-6.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,53.0
753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,74.0,67.5,72.5,-9.0,63.0,1028.0,-3.0,1.79,0.0,0.0,0.0,0.0,1.0,0.0,72.0
754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,72.0,62.5,70.5,-9.0,58.0,1028.0,-2.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,78.0
755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,78.5,80.0,78.0,-9.0,54.0,1028.0,-1.0,1.79,0.0,0.0,0.0,0.0,1.0,0.0,72.0
756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,31.5,67.0,36.5,-10.0,46.0,1027.0,0.0,6.71,0.0,0.0,0.0,0.0,1.0,0.0,56.0
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,24.0,98.0,51.0,-12.0,39.0,1026.0,0.0,10.73,0.0,0.0,0.0,0.0,1.0,0.0,54.0
758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,45.0,49.0,53.5,-14.0,31.0,1026.0,1.0,14.75,0.0,0.0,0.0,0.0,1.0,0.0,40.0
759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,35.0,45.0,53.5,-14.0,33.0,1025.0,0.0,16.54,0.0,0.0,0.0,0.0,1.0,0.0,49.0
760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,67.0,63.0,61.5,-12.0,39.0,1026.0,0.0,19.67,0.0,0.0,0.0,0.0,1.0,0.0,63.0
761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,79.0,77.0,56.5,-10.0,50.0,1025.0,-1.0,21.46,0.0,0.0,0.0,0.0,1.0,0.0,66.0
762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,84.0,62.5,57.0,-9.0,58.0,1026.0,-2.0,23.25,0.0,0.0,0.0,0.0,1.0,0.0,64.0
763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,55.5,77.0,58.5,-10.0,54.0,1026.0,-2.0,26.38,0.0,0.0,0.0,0.0,1.0,0.0,63.0
764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,65.0,65.5,69.0,-10.0,62.0,1027.0,-4.0,30.4,0.0,0.0,0.0,0.0,1.0,0.0,65.0
765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,67.5,57.5,72.0,-10.0,67.0,1027.0,-5.0,34.42,0.0,0.0,0.0,0.0,1.0,0.0,64.0
766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,59.0,57.5,53.0,-10.0,67.0,1027.0,-5.0,39.34,0.0,0.0,0.0,0.0,1.0,0.0,64.0
767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,59.0,57.5,53.0,-11.0,73.0,1027.0,-7.0,41.13,0.0,0.0,0.0,0.0,1.0,0.0,62.0
768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,59.0,42.0,53.0,-10.0,79.0,1028.0,-7.0,42.92,0.0,0.0,0.0,0.0,1.0,0.0,56.0
769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,84.0,79.5,75.0,-11.0,78.0,1028.0,-8.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,87.0
770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,101.5,72.5,105.5,-11.0,85.0,1028.0,-9.0,1.34,0.0,0.0,0.0,0.0,0.0,1.0,72.0
771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,275.5,132.0,234.5,-11.0,92.0,1028.0,-10.0,1.79,0.0,0.0,1.0,0.0,0.0,0.0,104.0
772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,84.5,100.0,83.0,-12.0,85.0,1028.0,-10.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,97.0
773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,84.5,118.0,83.0,-13.0,85.0,1028.0,-11.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,96.0
774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,96.0,83.0,104.5,-11.0,85.0,1028.0,-9.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,86.0
775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,71.5,79.5,75.5,-11.0,78.0,1028.0,-8.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,85.0
776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,96.0,215.5,84.0,-10.0,79.0,1029.0,-7.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,92.0
777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,25.5,46.0,25.5,-14.0,53.0,1029.0,-6.0,4.92,0.0,0.0,1.0,0.0,0.0,0.0,55.0
778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,22.5,25.0,31.5,-18.0,35.0,1029.0,-5.0,10.73,0.0,0.0,1.0,0.0,0.0,0.0,36.0
779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,29.0,20.5,30.0,-20.0,25.0,1029.0,-3.0,14.75,0.0,0.0,1.0,0.0,0.0,0.0,27.0
780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,28.5,19.5,23.0,-20.0,23.0,1028.0,-2.0,16.54,0.0,0.0,1.0,0.0,0.0,0.0,25.0
781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,28.5,22.5,23.0,-20.0,22.0,1028.0,-1.0,18.33,0.0,0.0,1.0,0.0,0.0,0.0,28.0
782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,40.0,36.0,33.0,-20.0,20.0,1027.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,1.0,32.0
783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,26.0,24.0,26.5,-22.0,17.0,1027.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,1.0,35.0
784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,35.0,49.0,40.5,-22.0,16.0,1027.0,1.0,3.57,0.0,0.0,0.0,0.0,0.0,1.0,43.0
785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,94.0,54.5,81.5,-19.0,25.0,1027.0,-2.0,1.79,0.0,0.0,1.0,0.0,0.0,0.0,70.0
786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,48.5,83.0,84.5,-20.0,27.0,1028.0,-4.0,3.13,0.0,0.0,0.0,1.0,0.0,0.0,83.0
787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,47.0,63.0,56.0,-21.0,23.0,1029.0,-3.0,4.02,0.0,0.0,0.0,1.0,0.0,0.0,66.0
788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,67.0,63.0,62.5,-19.0,34.0,1029.0,-6.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,70.0
789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,69.5,71.0,81.0,-16.0,48.0,1029.0,-7.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,80.0
790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,48.5,83.0,84.5,-21.0,27.0,1030.0,-5.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,88.0
791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,68.0,62.5,71.5,-19.0,40.0,1030.0,-8.0,4.92,0.0,0.0,0.0,1.0,0.0,0.0,69.0
792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,60.0,74.5,71.5,-20.0,37.0,1030.0,-8.0,8.05,0.0,0.0,0.0,1.0,0.0,0.0,71.0
793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,46.5,47.0,52.0,-21.0,34.0,1030.0,-8.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,62.0
794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,63.5,68.5,75.5,-18.0,51.0,1030.0,-10.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,73.0
795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,60.0,137.0,130.0,-17.0,56.0,1030.0,-10.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,107.0
796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,75.5,94.5,96.0,-17.0,66.0,1030.0,-12.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,94.0
797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,97.0,117.5,102.5,-17.0,71.0,1030.0,-13.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,121.0
798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,133.5,164.5,141.5,-17.0,71.0,1030.0,-13.0,4.92,0.0,0.0,0.0,1.0,0.0,0.0,132.0
799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,64.5,93.0,69.5,-19.0,51.0,1030.0,-11.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,161.0
800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,96.5,117.0,107.0,-18.0,56.0,1030.0,-11.0,1.34,0.0,0.0,0.0,0.0,0.0,1.0,120.0
801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,75.0,62.5,71.5,-18.0,44.0,1030.0,-8.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,72.0
802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,48.0,75.0,41.5,-19.0,30.0,1030.0,-4.0,3.13,0.0,0.0,1.0,0.0,0.0,0.0,58.0
803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,23.0,33.0,26.5,-20.0,23.0,1030.0,-2.0,4.92,0.0,0.0,0.0,1.0,0.0,0.0,34.0
804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,16.0,13.5,8.0,-22.0,17.0,1029.0,0.0,12.07,0.0,0.0,0.0,1.0,0.0,0.0,14.0
805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,17.0,13.5,14.0,-23.0,14.0,1027.0,1.0,19.22,0.0,0.0,0.0,1.0,0.0,0.0,17.0
806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,7.5,8.0,14.5,-24.0,13.0,1026.0,1.0,28.16,0.0,0.0,0.0,1.0,0.0,0.0,15.0
807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,14.5,15.0,14.0,-25.0,11.0,1026.0,2.0,37.1,0.0,0.0,0.0,1.0,0.0,0.0,23.0
808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,21.5,17.5,22.0,-22.0,14.0,1026.0,2.0,46.93,0.0,0.0,0.0,1.0,0.0,0.0,34.0
809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,16.0,19.5,16.5,-21.0,17.0,1026.0,1.0,54.08,0.0,0.0,0.0,1.0,0.0,0.0,96.0
810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,18.5,45.5,18.0,-22.0,16.0,1026.0,1.0,59.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0
